,16383,0
863.56,9695,0
863.58,9712,0
863.60,9697,0
863.62,9668,0
863.64,9686,0
863.66,9721,0
863.68,9696,0
863.70,9692,0
863.72,9690,0
863.74,9670,0
863.76,9671,0
863.78,9699,0
863.80,9705,0
863.82,9686,0
863.84,9680,0
863.86,9681,0
863.88,9688,0
863.90,9714,0
863.92,9697,0
863.94,9672,0
863.96,9644,0
863.98,9698,0
864.00,9707,0
864.02,9695,0
864.04,9687,0
864.06,9656,0
864.08,9633,0
864.10,9681,0
864.12,9703,0
864.14,9698,0
864.16,9641,0
864.18,9672,0
864.20,9670,0
864.22,9668,0
864.24,9675,0
864.26,9674,0
864.28,9657,0
864.30,9680,0
864.32,9692,0
864.34,9664,0
864.36,9680,0
864.38,9656,0
864.40,9676,0
864.42,9678,0
864.44,9725,0
864.46,9704,0
864.48,9650,0
864.50,9673,0
864.52,9714,0
864.54,9723,0
864.56,9708,0
864.58,9675,0
864.59,9691,0
864.61,9671,0
864.63,9704,0
864.65,9734,0
864.67,9726,0
864.69,9691,0
864.71,9690,0
864.73,9737,0
864.75,9744,0
864.77,9725,0
864.79,9688,0
864.81,9690,0
864.83,9720,0
864.85,9751,0
864.87,9746,0
864.89,9701,0
864.91,9712,0
864.93,9762,0
864.95,9732,0
864.97,9738,0
864.99,9736,0
865.01,9705,0
865.03,9701,0
865.05,9745,0
865.07,9752,0
865.09,9692,0
865.11,9696,0
865.13,9716,0
865.15,9757,0
865.17,9747,0
865.19,9726,0
865.21,9717,0
865.23,9702,0
865.25,9721,0
865.27,9759,0
865.29,9746,0
865.31,9709,0
865.33,9716,0
865.35,9721,0
865.37,9724,0
865.39,9749,0
865.41,9740,0
865.43,9678,0
865.45,9713,0
865.47,9759,0
865.49,9741,0
865.51,9721,0
865.53,9715,0
865.55,9711,0
865.57,9721,0
865.59,9742,0
865.61,9730,0
865.62,9728,0
865.64,9684,0
865.66,9738,0
865.68,9742,0
865.70,9709,0
865.72,9710,0
865.74,9698,0
865.76,9716,0
865.78,9736,0
865.80,9735,0
865.82,9708,0
865.84,9706,0
865.86,9732,0
865.88,9750,0
865.90,9733,0
865.92,9701,0
865.94,9694,0
865.96,9714,0
865.98,9721,0
866.00,9733,0
866.02,9740,0
866.04,9709,0
866.06,9675,0
866.08,9732,0
866.10,9722,0
866.12,9744,0
866.14,9717,0
866.16,9696,0
866.18,9689,0
866.20,9748,0
866.22,9744,0
866.24,9706,0
866.26,9690,0
866.28,9690,0
866.30,9739,0
866.32,9722,0
866.34,9721,0
866.36,9728,0
866.38,9703,0
866.40,9720,0
866.42,9728,0
866.44,9702,0
866.46,9679,0
866.48,9614,0
866.50,9599,0
866.52,9498,0
866.54,9372,0
866.56,9254,0
866.58,9092,0
866.60,8966,0
866.62,8878,0
866.64,8770,0
866.65,8660,0
866.67,8597,0
866.69,8534,0
866.71,8496,0
866.73,8483,0
866.75,8443,0
866.77,8387,0
866.79,8399,0
866.81,8401,0
866.83,8408,0
866.85,8420,0
866.87,8638,0
866.89,8872,0
866.91,9001,0
866.93,9001,0
866.95,9095,0
866.97,9407,0
866.99,9495,0
867.01,9524,0
867.03,9576,0
867.05,9607,0
867.07,9615,0
867.09,9569,0
867.11,9501,0
867.13,9418,0
867.15,9252,0
867.17,9265,0
867.19,9239,0
867.21,9272,0
867.23,9339,0
867.25,9464,0
867.27,9502,0
867.29,9491,0
867.31,9500,0
867.33,9472,0
867.35,9643,0
867.37,9955,0
867.39,10275,0
867.41,10640,0
867.43,10967,0
867.45,11333,0
867.47,11735,0
867.49,12089,0
867.51,12292,0
867.53,12525,0
867.55,12813,0
867.57,13143,0
867.59,13404,0
867.61,13523,0
867.63,13463,0
867.65,13467,0
867.66,13577,0
867.68,13702,0
867.70,13858,0
867.72,13911,0
867.74,14068,0
867.76,14273,0
867.78,14393,0
867.80,14435,0
867.82,14585,0
867.84,14933,0
867.86,15379,0
867.88,15825,0
867.90,16359,0
867.92,16383,0
867.94,16383,0
867.96,16383,0
867.98,16383,0
868.00,16383,0
868.02,16383,0
868.04,16383,0
868.06,16383,0
868.08,16383,0
868.10,16383,0
868.12,16383,0
868.14,16383,0
868.16,16383,0
868.18,16383,0
868.20,16383,0
868.22,16383,0
868.24,16383,0
868.26,16383,0
868.28,16383,0
868.30,16383,0
868.32,16383,0
868.34,16383,0
868.36,16383,0
868.38,16383,0
868.40,16383,0
868.42,16383,0
868.44,16383,0
868.46,16383,0
868.48,16383,0
868.50,16383,0
868.52,16383,0
868.54,16383,0
868.56,16383,0
868.58,16383,0
868.60,16383,0
868.62,16383,0
868.64,16383,0
868.66,16383,0
868.68,16383,0
868.69,16383,0
868.71,16383,0
868.73,16383,0
868.75,16383,0
868.77,16383,0
868.79,16383,0
868.81,16383,0
868.83,16383,0
868.85,16383,0
868.87,16383,0
868.89,16383,0
868.91,16383,0
868.93,16383,0
868.95,16383,0
868.97,16383,0
868.99,16383,0
869.01,16383,0
869.03,16383,0
869.05,16383,0
869.07,16383,0
869.09,16383,0
869.11,16383,0
869.13,16383,0
869.15,16383,0
869.17,16383,0
869.19,16383,0
869.21,16383,0
869.23,16383,0
869.25,16383,0
869.27,16383,0
869.29,16383,0
869.31,16383,0
869.33,16383,0
869.35,16383,0
869.37,16383,0
869.39,16383,0
869.41,16383,0
869.43,16383,0
869.45,16383,0
869.47,16383,0
869.49,16383,0
869.51,16383,0
869.53,16383,0
869.55,16383,0
869.57,16383,0
869.59,16383,0
869.61,16383,0
869.63,16383,0
869.65,16383,0
869.67,16383,0
869.69,16383,0
869.71,16383,0
869.72,16383,0
869.74,16383,0
869.76,16383,0
869.78,16383,0
869.80,16383,0
869.82,16383,0
869.84,16383,0
869.86,16383,0
869.88,16383,0
869.90,16383,0
869.92,16383,0
869.94,16383,0
869.96,16383,0
869.98,16383,0
870.00,16383,0
870.02,16383,0
870.04,16383,0
870.06,16383,0
870.08,16383,0
870.10,16383,0
870.12,16383,0
870.14,16383,0
870.16,16383,0
870.18,16383,0
870.20,16383,0
870.22,16383,0
870.24,16383,0
870.26,16383,0
870.28,16383,0
870.30,16383,0
870.32,16383,0
870.34,16383,0
870.36,16383,0
870.38,16383,0
870.40,16383,0
870.42,16383,0
870.44,14440,0
870.46,14083,0
870.48,15178,0
870.50,16383,0
870.52,15494,0
870.54,15869,0
870.56,16383,0
870.58,16383,0
870.60,15684,0
870.62,16383,0
870.64,15157,0
870.66,14788,0
870.68,13567,0
870.70,12960,0
870.72,14720,0
870.74,14801,0
870.76,14835,0
870.78,16125,0
870.80,16216,0
870.81,15604,0
870.83,15338,0
870.85,15141,0
870.87,12984,0
870.89,13130,0
870.91,11727,0
870.93,14063,0
870.95,14289,0
870.97,14061,0
870.99,13820,0
871.01,13845,0
871.03,13884,0
871.05,14003,0
871.07,14452,0
871.09,14478,0
871.11,14349,0
871.13,15239,0
871.15,16075,0
871.17,14197,0
871.19,16383,0
871.21,16383,0
871.23,16383,0
871.25,16383,0
871.27,16239,0
871.29,16159,0
871.31,16025,0
871.33,16129,0
871.35,16268,0
871.37,16383,0
871.39,16383,0
871.41,16383,0
871.43,16383,0
871.45,16383,0
871.47,16383,0
871.49,16383,0
871.51,16383,0
871.53,15439,0
871.55,14022,0
871.57,13746,0
871.59,13977,0
871.61,13959,0
871.63,14574,0
871.65,9773,0
871.67,9305,0
871.69,9275,0
871.71,9238,0
871.73,9234,0
871.75,9259,0
871.77,9331,0
871.79,9416,0
871.81,9420,0
871.83,9424,0
871.85,9472,0
871.87,9522,0
871.89,9560,0
871.91,9653,0
871.93,9661,0
871.95,9602,0
871.97,9630,0
871.98,9689,0
872.00,9705,0
872.02,9691,0
872.04,9644,0
872.06,9667,0
872.08,9672,0
872.10,9676,0
872.12,9711,0
872.14,9641,0
872.16,9637,0
872.18,9663,0
872.20,9676,0
872.22,9712,0
872.24,9695,0
872.26,9648,0
872.28,9669,0
872.30,9666,0
872.32,9662,0
872.34,9640,0
872.36,9603,0
872.38,9641,0
872.40,9661,0
872.42,9678,0
872.44,9647,0
872.46,9618,0
872.48,9641,0
872.50,9676,0
872.52,9663,0
872.54,9660,0
872.56,9642,0
872.58,9653,0
872.60,9629,0
872.62,9656,0
872.64,9689,0
872.66,9646,0
872.68,9650,0
872.70,9624,0
872.72,9655,0
872.74,9648,0
872.76,9667,0
872.78,9642,0
872.80,9643,0
872.82,9667,0
872.84,9692,0
872.86,9673,0
872.88,9617,0
872.90,9620,0
872.92,9628,0
872.94,9675,0
872.96,9698,0
872.98,9653,0
873.00,9613,0
873.02,9621,0
873.04,9670,0
873.06,9689,0
873.08,9661,0
873.09,9658,0
873.11,9637,0
873.13,9682,0
873.15,9668,0
873.17,9651,0
873.19,9635,0
873.21,9641,0
873.23,9671,0
873.25,9704,0
873.27,9666,0
873.29,9660,0
873.31,9664,0
873.33,9666,0
873.35,9653,0
873.37,9646,0
873.39,9620,0
873.41,9602,0
873.43,9647,0
873.45,9673,0
873.47,9684,0
873.49,9638,0
873.51,9619,0
873.53,9618,0
873.55,9663,0
873.57,9675,0
873.59,9671,0
873.61,9634,0
873.63,9619,0
873.65,9668,0
873.67,9646,0
873.69,9658,0
873.71,9625,0
873.73,9633,0
873.75,9631,0
873.77,9650,0
873.79,9680,0
873.81,9680,0
873.83,9617,0
873.85,9609,0
873.87,9665,0
873.89,9678,0
873.91,9657,0
873.93,9662,0
873.95,9630,0
873.97,9687,0
873.99,9695,0
874.01,9667,0
874.03,9642,0
874.05,9618,0
874.07,9662,0
874.09,9674,0
874.11,9686,0
874.13,9676,0
874.15,9654,0
874.16,9659,0
874.18,9656,0
874.20,9670,0
874.22,9661,0
874.24,9663,0
874.26,9684,0
874.28,9689,0
874.30,9670,0
874.32,9652,0
874.34,9648,0
874.36,9629,0
874.38,9663,0
874.40,9657,0
874.42,9661,0
874.44,9620,0
874.46,9627,0
874.48,9651,0
874.50,9656,0
874.52,9637,0
874.54,9662,0
874.56,9629,0
874.58,9660,0
874.60,9681,0
874.62,9708,0
874.64,9676,0
874.66,9654,0
874.68,9616,0
874.70,9663,0
874.72,9672,0
874.74,9708,0
874.76,9655,0
874.78,9624,0
874.80,9670,0
874.82,9697,0
874.84,9679,0
874.86,9643,0
874.88,9627,0
874.90,9629,0
874.92,9671,0
874.94,9679,0
874.96,9654,0
874.98,9613,0
875.00,9616,0
875.02,9702,0
875.04,9712,0
875.06,9691,0
875.08,9644,0
875.10,9644,0
875.12,9690,0
875.14,9677,0
875.16,9682,0
875.18,9680,0
875.20,9641,0
875.22,9678,0
875.24,9662,0
875.25,9685,0
875.27,9632,0
875.29,9649,0
875.31,9663,0
875.33,9677,0
875.35,9689,0
875.37,9699,0
875.39,9662,0
875.41,9638,0
875.43,9654,0
875.45,9706,0
875.47,9685,0
875.49,9681,0
875.51,9630,0
875.53,9662,0
875.55,9677,0
875.57,9696,0
875.59,9652,0
875.61,9617,0
875.63,9675,0
875.65,9704,0
875.67,9667,0
875.69,9678,0
875.71,9690,0
875.73,9624,0
875.75,9691,0
875.77,9704,0
875.79,9673,0
875.81,9681,0
875.83,9652,0
875.85,9677,0
875.87,9684,0
875.89,9695,0
875.91,9652,0
875.93,9607,0
875.95,9651,0
875.97,9668,0
875.99,9671,0
876.01,9693,0
876.03,9643,0
876.05,9654,0
876.07,9713,0
876.09,9665,0
876.11,9703,0
876.13,9665,0
876.15,9633,0
876.17,9697,0
876.19,9706,0
876.21,9715,0
876.23,9710,0
876.25,9665,0
876.27,9672,0
876.29,9693,0
876.31,9677,0
876.33,9646,0
876.35,9641,0
876.37,9624,0
876.39,9644,0
876.40,9601,0
876.42,9538,0
876.44,9413,0
876.46,9346,0
876.48,9312,0
876.50,9241,0
876.52,9164,0
876.54,9114,0
876.56,9062,0
876.58,9024,0
876.60,8989,0
876.62,8989,0
876.64,9018,0
876.66,10512,0
876.68,12018,0
876.70,11662,0
876.72,11528,0
876.74,11453,0
876.76,11580,0
876.78,11742,0
876.80,12176,0
876.82,12976,0
876.84,13163,0
876.86,13202,0
876.88,13232,0
876.90,13364,0
876.92,13225,0
876.94,13101,0
876.96,13028,0
876.98,13089,0
877.00,13232,0
877.02,13293,0
877.04,13421,0
877.06,13367,0
877.08,13124,0
877.10,13051,0
877.12,12846,0
877.14,12598,0
877.16,12562,0
877.18,12327,0
877.20,12294,0
877.22,12597,0
877.24,13175,0
877.26,13648,0
877.28,13837,0
877.30,14137,0
877.32,14583,0
877.34,14879,0
877.36,15004,0
877.38,15133,0
877.40,15121,0
877.42,15065,0
877.44,15200,0
877.46,15337,0
877.48,15431,0
877.50,15573,0
877.52,15711,0
877.54,15796,0
877.55,15905,0
877.57,15930,0
877.59,15920,0
877.61,15957,0
877.63,15947,0
877.65,15989,0
877.67,15997,0
877.69,15943,0
877.71,15958,0
877.73,15969,0
877.75,15942,0
877.77,15974,0
877.79,15983,0
877.81,15928,0
877.83,15952,0
877.85,15978,0
877.87,15952,0
877.89,15967,0
877.91,15911,0
877.93,15931,0
877.95,15963,0
877.97,15929,0
877.99,15959,0
878.01,15955,0
878.03,15931,0
878.05,15947,0
878.07,15971,0
878.09,15945,0
878.11,15954,0
878.13,15923,0
878.15,15935,0
878.17,15973,0
878.19,15936,0
878.21,15957,0
878.23,15969,0
878.25,15936,0
878.27,15955,0
878.29,15978,0
878.31,15942,0
878.33,15956,0
878.35,15925,0
878.37,15943,0
878.39,15981,0
878.41,15947,0
878.43,15952,0
878.45,15957,0
878.47,15922,0
878.49,15955,0
878.51,15962,0
878.53,15928,0
878.55,15943,0
878.57,15927,0
878.59,15945,0
878.61,15966,0
878.63,15916,0
878.65,15936,0
878.67,15953,0
878.68,15928,0
878.70,15948,0
878.72,15962,0
878.74,15935,0
878.76,15946,0
878.78,15929,0
878.80,15933,0
878.82,15942,0
878.84,15923,0
878.86,15924,0
878.88,15947,0
878.90,15926,0
878.92,15936,0
878.94,15959,0
878.96,15913,0
878.98,15927,0
879.00,15947,0
879.02,15919,0
879.04,15946,0
879.06,15895,0
879.08,15920,0
879.10,15941,0
879.12,15911,0
879.14,15935,0
879.16,15934,0
879.18,15903,0
879.20,15934,0
879.22,15905,0
879.24,15929,0
879.26,15929,0
879.28,15889,0
879.30,15919,0
879.32,15933,0
879.34,15908,0
879.36,15930,0
879.38,15880,0
879.40,15897,0
879.42,15917,0
879.44,15883,0
879.46,15910,0
879.48,15919,0
879.50,15873,0
879.52,15904,0
879.54,15899,0
879.56,15880,0
879.58,15890,0
879.60,15867,0
879.62,15869,0
879.64,15895,0
879.66,15861,0
879.68,15878,0
879.70,15881,0
879.72,15860,0
879.74,15888,0
879.76,15870,0
879.78,15865,0
879.80,15885,0
879.82,15857,0
879.83,15871,0
879.85,15884,0
879.87,15856,0
879.89,15872,0
879.91,15881,0
879.93,15855,0
879.95,15880,0
879.97,15849,0
879.99,15864,0
880.01,15877,0
880.03,15847,0
880.05,15869,0
880.07,15893,0
880.09,15857,0
880.11,15869,0
880.13,15833,0
880.15,15860,0
880.17,15872,0
880.19,15840,0
880.21,15853,0
880.23,15858,0
880.25,15822,0
880.27,15858,0
880.29,15862,0
