polling,,
1.67,14287,0
1.68,14424,0
1.7,14419,0
1.72,14398,0
1.74,14406,0
1.76,14387,0
1.78,14392,0
1.8,14382,0
1.82,14386,0
1.84,14378,0
1.86,14378,0
1.88,14378,0
1.9,14378,0
1.92,14375,0
1.94,14375,0
1.96,14378,0
1.98,14375,0
2,14378,0
2.02,14379,0
2.04,14378,0
2.06,14378,0
2.07,14378,0
2.09,14378,0
2.11,14378,0
2.13,14378,0
2.15,14382,0
2.17,14382,0
2.19,14382,0
2.21,14380,0
2.23,14379,0
2.25,14380,0
2.27,14379,0
2.29,14382,0
2.31,14384,0
2.33,14382,0
2.35,14392,0
2.37,14379,0
2.39,14391,0
2.41,14384,0
2.43,14394,0
2.45,14386,0
2.47,14390,0
2.49,14382,0
2.51,14390,0
2.53,14371,0
2.55,14388,0
2.57,14375,0
2.59,14390,0
2.61,14376,0
2.63,14386,0
2.65,14374,0
2.67,14374,0
2.69,14375,0
2.71,14372,0
2.73,14374,0
2.75,14371,0
2.77,14374,0
2.79,14374,0
2.81,14374,0
2.83,14370,0
2.85,14374,0
2.87,14374,0
2.89,14371,0
2.91,14375,0
2.93,14374,0
2.95,14375,0
2.97,14376,0
2.99,14374,0
3.01,14376,0
3.03,14375,0
3.05,14375,0
3.07,14375,0
3.09,14376,0
3.1,14370,0
3.12,14379,0
3.14,14370,0
3.16,14378,0
3.18,14374,0
3.2,14378,0
3.22,14378,0
3.24,14378,0
3.26,14379,0
3.28,14384,0
3.3,14382,0
3.32,14388,0
3.34,14378,0
3.36,14388,0
3.38,14378,0
3.4,14390,0
3.42,14378,0
3.44,14391,0
3.46,14379,0
3.48,14387,0
3.5,14383,0
3.52,14387,0
3.54,14383,0
3.56,14384,0
3.58,14372,0
3.6,14387,0
3.62,14367,0
3.64,14386,0
3.66,14370,0
3.68,14386,0
3.7,14370,0
3.72,14386,0
3.74,14367,0
3.76,14386,0
3.78,14370,0
3.8,14386,0
3.82,14374,0
3.84,14382,0
3.86,14374,0
3.88,14376,0
3.9,14377,0
3.92,14371,0
3.94,14374,0
3.96,14374,0
3.98,14376,0
4,14376,0
4.02,14376,0
4.04,14378,0
4.06,14375,0
4.08,14374,0
4.1,14375,0
4.12,14378,0
4.14,14379,0
4.15,14379,0
4.17,14380,0
4.19,14378,0
4.21,14383,0
4.23,14378,0
4.25,14384,0
4.27,14384,0
4.29,14383,0
4.31,14382,0
4.33,14379,0
4.35,14382,0
4.37,14390,0
4.39,14386,0
4.41,14398,0
4.43,14386,0
4.45,14399,0
4.47,14391,0
4.49,14398,0
4.51,14399,0
4.53,14400,0
4.55,14394,0
4.57,14400,0
4.59,14394,0
4.61,14400,0
4.63,14394,0
4.65,14404,0
4.67,14382,0
4.69,14402,0
4.71,14384,0
4.73,14399,0
4.75,14384,0
4.77,14399,0
4.79,14387,0
4.81,14399,0
4.83,14387,0
4.85,14396,0
4.87,14386,0
4.89,14392,0
4.91,14386,0
4.93,14388,0
4.95,14386,0
4.97,14386,0
4.99,14382,0
5.01,14386,0
5.03,14386,0
5.05,14386,0
5.07,14382,0
5.09,14389,0
5.11,14384,0
5.13,14383,0
5.15,14386,0
5.16,14386,0
5.18,14386,0
5.2,14384,0
5.22,14386,0
5.24,14386,0
5.26,14383,0
5.28,14382,0
5.3,14382,0
5.32,14382,0
5.34,14387,0
5.36,14379,0
5.38,14384,0
5.4,14384,0
5.42,14387,0
5.44,14383,0
5.46,14386,0
5.48,14384,0
5.5,14386,0
5.52,14382,0
5.54,14386,0
5.56,14383,0
5.58,14394,0
