polling
0,25,0.00,14015,0
0,25,0.00,13948,0
0,25,0.00,13951,0
1,281,0.03,13948,0
1,281,0.03,13964,0
1,281,0.03,13964,0
2,537,0.06,13966,0
2,537,0.06,13982,0
2,537,0.06,13982,0
3,793,0.09,13976,0
3,793,0.09,13962,0
3,793,0.09,13952,0
4,1049,0.12,13949,0
4,1049,0.12,13959,0
4,1049,0.12,13963,0
5,1305,0.16,13958,0
5,1305,0.16,13963,0
5,1305,0.16,13974,0
6,1561,0.19,14000,0
6,1561,0.19,14027,0
6,1561,0.19,14038,0
7,1817,0.22,14034,0
7,1817,0.22,14028,0
7,1817,0.22,14025,0
8,2073,0.25,14031,0
8,2073,0.25,14014,0
8,2073,0.25,14022,0
9,2329,0.28,14018,0
9,2329,0.28,14010,0
9,2329,0.28,14003,0
10,2585,0.31,14001,0
10,2585,0.31,13986,0
10,2585,0.31,13985,0
11,2841,0.34,13978,0
11,2841,0.34,13978,0
11,2841,0.34,13987,0
12,3097,0.37,14002,0
12,3097,0.37,14006,0
12,3097,0.37,14018,0
13,3353,0.41,14024,0
13,3353,0.41,14035,0
13,3353,0.41,14039,0
14,3609,0.44,14044,0
14,3609,0.44,14034,0
14,3609,0.44,14042,0
15,3865,0.47,14056,0
15,3865,0.47,14074,0
15,3865,0.47,14094,0
16,4121,0.50,14103,0
16,4121,0.50,14096,0
16,4121,0.50,14094,0
17,4377,0.53,14072,0
17,4377,0.53,13958,0
17,4377,0.53,13929,0
18,4633,0.56,13914,0
18,4633,0.56,13888,0
18,4633,0.56,13887,0
19,4889,0.59,13890,0
19,4889,0.59,13866,0
19,4889,0.59,13867,0
20,5145,0.63,13862,0
20,5145,0.63,13855,0
20,5145,0.63,13859,0
21,5401,0.66,13950,0
21,5401,0.66,13977,0
21,5401,0.66,13998,0
22,5657,0.69,14006,0
22,5657,0.69,13990,0
22,5657,0.69,13999,0
23,5913,0.72,14014,0
23,5913,0.72,13982,0
23,5913,0.72,13994,0
24,6169,0.75,13998,0
24,6169,0.75,13958,0
24,6169,0.75,13952,0
25,6425,0.78,13950,0
25,6425,0.78,13917,0
25,6425,0.78,13918,0
26,6681,0.81,13916,0
26,6681,0.81,13875,0
26,6681,0.81,13876,0
27,6937,0.84,13872,0
27,6937,0.84,13823,0
27,6937,0.84,13819,0
28,7193,0.88,13814,0
28,7193,0.88,13758,0
28,7193,0.88,13754,0
29,7449,0.91,13752,0
29,7449,0.91,13692,0
29,7449,0.91,13694,0
30,7705,0.94,13690,0
30,7705,0.94,13632,0
30,7705,0.94,13635,0
31,7961,0.97,13636,0
31,7961,0.97,13574,0
31,7961,0.97,13576,0
polling
0,25,0.00,13579,0
0,25,0.00,14126,0
0,25,0.00,14126,0
1,281,0.03,14126,0
1,281,0.03,14143,0
1,281,0.03,14143,0
2,537,0.06,14147,0
2,537,0.06,14159,0
2,537,0.06,14159,0
3,793,0.09,14158,0
3,793,0.09,14166,0
3,793,0.09,14170,0
4,1049,0.12,14167,0
4,1049,0.12,14177,0
4,1049,0.12,14174,0
5,1305,0.16,14179,0
5,1305,0.16,14184,0
5,1305,0.16,14184,0
