polling
0,25,0.00,6046,0
0,25,0.00,8889,0
0,25,0.00,8886,0
1,281,0.03,8880,0
1,281,0.03,8885,0
1,281,0.03,8884,0
2,537,0.06,8888,0
2,537,0.06,8891,0
2,537,0.06,8893,0
3,793,0.09,8891,0
3,793,0.09,8897,0
3,793,0.09,8897,0
4,1049,0.12,8897,0
4,1049,0.12,8903,0
4,1049,0.12,8915,0
5,1305,0.16,8912,0
5,1305,0.16,8917,0
5,1305,0.16,8916,0
6,1561,0.19,8915,0
6,1561,0.19,8918,0
6,1561,0.19,8922,0
7,1817,0.22,8920,0
7,1817,0.22,8923,0
7,1817,0.22,8924,0
8,2073,0.25,8923,0
8,2073,0.25,8921,0
8,2073,0.25,8927,0
9,2329,0.28,8922,0
9,2329,0.28,8926,0
9,2329,0.28,8926,0
10,2585,0.31,8927,0
10,2585,0.31,8927,0
10,2585,0.31,8926,0
11,2841,0.34,8928,0
11,2841,0.34,8925,0
11,2841,0.34,8926,0
12,3097,0.37,8929,0
12,3097,0.37,8927,0
12,3097,0.37,8926,0
13,3353,0.41,8925,0
13,3353,0.41,8924,0
13,3353,0.41,8925,0
14,3609,0.44,8926,0
14,3609,0.44,8923,0
14,3609,0.44,8925,0
15,3865,0.47,8920,0
15,3865,0.47,8922,0
15,3865,0.47,8920,0
16,4121,0.50,8922,0
16,4121,0.50,8919,0
16,4121,0.50,8917,0
17,4377,0.53,8918,0
17,4377,0.53,8914,0
17,4377,0.53,8913,0
18,4633,0.56,8914,0
18,4633,0.56,8909,0
18,4633,0.56,8914,0
19,4889,0.59,8912,0
19,4889,0.59,8904,0
19,4889,0.59,8903,0
20,5145,0.63,8907,0
20,5145,0.63,8903,0
20,5145,0.63,8901,0
21,5401,0.66,8900,0
21,5401,0.66,8894,0
21,5401,0.66,8894,0
22,5657,0.69,8894,0
22,5657,0.69,8889,0
22,5657,0.69,8887,0
23,5913,0.72,8890,0
23,5913,0.72,8881,0
23,5913,0.72,8880,0
24,6169,0.75,8880,0
24,6169,0.75,8874,0
24,6169,0.75,8874,0
25,6425,0.78,8871,0
25,6425,0.78,8866,0
25,6425,0.78,8861,0
26,6681,0.81,8866,0
26,6681,0.81,8857,0
26,6681,0.81,8857,0
27,6937,0.84,8856,0
27,6937,0.84,8847,0
27,6937,0.84,8847,0
28,7193,0.88,8846,0
28,7193,0.88,8835,0
28,7193,0.88,8840,0
29,7449,0.91,8837,0
29,7449,0.91,8825,0
29,7449,0.91,8806,0
30,7705,0.94,8791,0
30,7705,0.94,8777,0
30,7705,0.94,8780,0
31,7961,0.97,8778,0
31,7961,0.97,8769,0
31,7961,0.97,8788,0
polling
0,25,0.00,8790,0
0,25,0.00,8884,0
0,25,0.00,8889,0
1,281,0.03,8889,0
1,281,0.03,8898,0
1,281,0.03,8897,0
2,537,0.06,8897,0
2,537,0.06,8904,0
2,537,0.06,8904,0
3,793,0.09,8901,0
3,793,0.09,8908,0
3,793,0.09,8909,0
4,1049,0.12,8908,0
4,1049,0.12,8910,0
4,1049,0.12,8911,0
5,1305,0.16,8914,0
5,1305,0.16,8917,0
5,1305,0.16,8916,0
6,1561,0.19,8913,0
6,1561,0.19,8885,0
6,1561,0.19,8874,0
7,1817,0.22,8874,0
7,1817,0.22,8877,0
7,1817,0.22,8878,0
8,2073,0.25,8874,0
8,2073,0.25,8879,0
8,2073,0.25,8905,0
9,2329,0.28,8924,0
9,2329,0.28,8929,0
9,2329,0.28,8926,0
10,2585,0.31,8927,0
10,2585,0.31,8928,0
10,2585,0.31,8928,0
11,2841,0.34,8927,0
11,2841,0.34,8917,0
11,2841,0.34,8885,0
12,3097,0.37,8879,0
12,3097,0.37,8879,0
12,3097,0.37,8880,0
13,3353,0.41,8879,0
13,3353,0.41,8875,0
13,3353,0.41,8879,0
14,3609,0.44,8879,0
14,3609,0.44,8874,0
14,3609,0.44,8876,0
15,3865,0.47,8879,0
15,3865,0.47,8872,0
15,3865,0.47,8872,0
16,4121,0.50,8877,0
16,4121,0.50,8871,0
16,4121,0.50,8869,0
17,4377,0.53,8868,0
17,4377,0.53,8868,0
17,4377,0.53,8867,0
18,4633,0.56,8866,0
18,4633,0.56,8862,0
18,4633,0.56,8865,0
19,4889,0.59,8862,0
19,4889,0.59,8857,0
19,4889,0.59,8860,0
20,5145,0.63,8860,0
20,5145,0.63,8857,0
20,5145,0.63,8856,0
21,5401,0.66,8856,0
21,5401,0.66,8847,0
