,16383,0
158.10,16383,0
158.12,16383,0
158.14,16383,0
158.16,16383,0
158.18,16383,0
158.20,16383,0
158.22,16383,0
158.24,16383,0
158.26,16383,0
158.28,16383,0
158.30,16383,0
158.32,16383,0
158.34,16383,0
158.36,16383,0
158.38,16383,0
158.40,16383,0
158.42,16383,0
158.44,16383,0
158.46,16383,0
158.47,16383,0
158.49,16383,0
158.51,16383,0
158.53,16383,0
158.55,16383,0
158.57,16383,0
158.59,16383,0
158.61,16383,0
158.63,16383,0
158.65,16383,0
158.67,16383,0
158.69,16383,0
158.71,16383,0
158.73,16383,0
158.75,16383,0
158.77,16383,0
158.79,16383,0
158.81,16383,0
158.83,16383,0
158.85,16383,0
158.87,16383,0
158.89,16383,0
158.91,16383,0
158.93,16383,0
158.95,16383,0
158.97,16383,0
158.99,16383,0
159.01,16383,0
159.03,16383,0
159.05,16383,0
159.07,16383,0
159.09,16383,0
159.11,16383,0
159.13,16383,0
159.15,16383,0
159.17,16383,0
159.19,16383,0
159.21,16383,0
159.23,16383,0
159.25,16383,0
159.27,16383,0
159.29,16383,0
159.31,16383,0
159.33,16383,0
159.35,16383,0
159.36,16383,0
159.38,16383,0
159.40,16383,0
159.42,16383,0
159.44,16383,0
159.46,16383,0
159.48,16383,0
159.50,16383,0
159.52,16383,0
159.54,16383,0
159.56,16383,0
159.58,16383,0
159.60,16383,0
159.62,16383,0
159.64,16383,0
159.66,16383,0
159.68,16383,0
159.70,16383,0
159.72,16383,0
159.74,16383,0
159.76,16383,0
159.78,16383,0
159.80,16383,0
159.82,16383,0
159.84,16383,0
159.86,16383,0
159.88,16383,0
159.90,16383,0
159.92,16383,0
159.94,16383,0
159.96,16383,0
159.98,16383,0
160.00,16383,0
160.02,16383,0
160.04,16383,0
160.06,16383,0
160.08,16383,0
160.10,16383,0
160.12,16383,0
160.14,16383,0
160.16,16383,0
160.18,16383,0
160.20,16383,0
160.22,16383,0
160.23,16383,0
160.25,16383,0
160.27,16383,0
160.29,16383,0
160.31,16383,0
160.33,16383,0
160.35,16383,0
160.37,16383,0
160.39,16383,0
160.41,16383,0
160.43,16383,0
160.45,16383,0
160.47,16383,0
160.49,16383,0
160.51,16383,0
160.53,16383,0
160.55,16383,0
160.57,16383,0
160.59,16383,0
160.61,16383,0
160.63,16383,0
160.65,16383,0
160.67,16383,0
160.69,16383,0
160.71,16383,0
160.73,16383,0
160.75,16383,0
160.77,16383,0
160.79,16383,0
160.81,16383,0
160.83,16383,0
160.85,16383,0
160.87,16383,0
160.89,16383,0
160.91,16383,0
160.93,16383,0
160.95,16383,0
160.97,16383,0
160.99,16383,0
161.01,16383,0
161.03,16383,0
161.05,16383,0
161.07,16383,0
161.09,16383,0
161.11,16383,0
161.12,16383,0
161.14,16383,0
161.16,16383,0
161.18,16383,0
161.20,16383,0
161.22,16383,0
161.24,16383,0
161.26,16383,0
161.28,16383,0
161.30,16383,0
161.32,16383,0
161.34,16383,0
161.36,16383,0
161.38,16383,0
161.40,16383,0
161.42,16383,0
161.44,16383,0
161.46,16383,0
161.48,16383,0
161.50,16383,0
161.52,16383,0
161.54,16383,0
161.56,16383,0
161.58,16383,0
161.60,16383,0
161.62,16383,0
161.64,16383,0
161.66,16383,0
161.68,16383,0
161.70,16383,0
161.72,16383,0
161.74,16383,0
161.76,16383,0
161.78,16383,0
161.80,16383,0
161.82,16383,0
161.84,16383,0
161.86,16383,0
161.88,16383,0
161.90,16383,0
161.92,16383,0
161.94,16383,0
161.96,16383,0
161.98,16383,0
161.99,16383,0
162.01,16383,0
162.03,16383,0
162.05,16383,0
162.07,16383,0
162.09,16383,0
162.11,16383,0
162.13,16383,0
162.15,16383,0
162.17,16383,0
162.19,16383,0
162.21,16383,0
162.23,16383,0
162.25,16383,0
162.27,16383,0
162.29,16383,0
162.31,16383,0
162.33,16383,0
162.35,16383,0
162.37,16383,0
162.39,16383,0
162.41,16383,0
162.43,16383,0
162.45,16383,0
162.47,16383,0
162.49,16383,0
162.51,16383,0
162.53,16383,0
162.55,16383,0
162.57,16383,0
162.59,16383,0
162.61,16383,0
162.63,16383,0
162.65,16383,0
162.67,16383,0
162.69,16383,0
162.71,16383,0
162.73,16383,0
162.75,16383,0
162.77,16383,0
162.79,16383,0
162.81,16383,0
162.83,16383,0
162.85,16383,0
162.86,16383,0
162.88,16383,0
162.90,16383,0
162.92,16383,0
162.94,16383,0
162.96,16383,0
162.98,16383,0
163.00,16383,0
163.02,16383,0
163.04,16383,0
163.06,16383,0
163.08,16383,0
163.10,16383,0
163.12,16383,0
163.14,16383,0
163.16,16383,0
163.18,16383,0
163.20,16383,0
163.22,16383,0
163.24,16383,0
163.26,16383,0
163.28,16383,0
163.30,16383,0
163.32,16383,0
163.34,16383,0
163.36,16383,0
163.38,16383,0
163.40,16383,0
163.42,16383,0
163.44,16383,0
163.46,16383,0
163.48,16383,0
163.50,16383,0
163.52,16383,0
163.54,16383,0
163.56,16383,0
163.58,16383,0
163.60,16383,0
163.62,16383,0
163.64,16383,0
163.66,16383,0
163.68,16383,0
163.70,16383,0
163.72,16383,0
163.74,16383,0
163.75,16383,0
163.77,16383,0
163.79,16383,0
163.81,16383,0
163.83,16383,0
163.85,16383,0
163.87,16383,0
163.89,16383,0
163.91,16383,0
163.93,16383,0
163.95,16383,0
163.97,16383,0
163.99,16383,0
164.01,16383,0
164.03,16383,0
164.05,16383,0
164.07,16383,0
164.09,16383,0
164.11,16383,0
164.13,16383,0
164.15,16383,0
164.17,16383,0
164.19,16383,0
164.21,16383,0
164.23,16383,0
164.25,16383,0
164.27,16383,0
164.29,16383,0
164.31,16383,0
164.33,16383,0
164.35,16383,0
164.37,16383,0
164.39,16383,0
164.41,16383,0
164.43,16383,0
164.45,16383,0
164.47,16383,0
164.49,16383,0
164.51,16383,0
164.53,16383,0
164.55,16383,0
164.57,16383,0
164.59,16383,0
164.61,16383,0
164.62,16383,0
164.64,16383,0
164.66,16383,0
164.68,16383,0
164.70,16383,0
164.72,16383,0
164.74,16383,0
164.76,16383,0
164.78,16383,0
164.80,16383,0
164.82,16383,0
164.84,16383,0
164.86,16383,0
164.88,16383,0
164.90,16383,0
164.92,16383,0
164.94,16383,0
164.96,16383,0
164.98,16383,0
165.00,16383,0
165.02,16383,0
165.04,16383,0
165.06,16383,0
165.08,16383,0
165.10,16383,0
165.12,16383,0
165.14,16383,0
165.16,16383,0
165.18,16383,0
165.20,16383,0
165.22,16383,0
165.24,16383,0
165.26,16383,0
165.28,16383,0
165.30,16383,0
165.32,16383,0
165.34,16383,0
165.36,16383,0
165.38,16383,0
165.40,16383,0
165.42,16383,0
165.44,16383,0
165.46,16383,0
165.48,16383,0
165.50,16383,0
165.51,16383,0
165.53,16383,0
165.55,16383,0
165.57,16383,0
165.59,16383,0
165.61,16383,0
165.63,16383,0
165.65,16383,0
165.67,16383,0
165.69,16383,0
165.71,16383,0
165.73,16383,0
165.75,16383,0
165.77,16383,0
165.79,16383,0
165.81,16383,0
165.83,16383,0
165.85,16383,0
165.87,16383,0
165.89,16383,0
165.91,16383,0
165.93,16383,0
165.95,16383,0
165.97,16383,0
165.99,16383,0
166.01,16383,0
166.03,16383,0
166.05,16383,0
166.07,16383,0
166.09,16383,0
166.11,16383,0
166.13,16383,0
166.15,16383,0
166.17,16383,0
166.19,16383,0
166.21,16383,0
166.23,16383,0
166.25,16383,0
166.27,16383,0
166.29,16383,0
166.31,16383,0
166.33,16383,0
166.35,16383,0
166.37,16383,0
166.38,16383,0
166.40,16383,0
166.42,16383,0
166.44,16383,0
166.46,16383,0
166.48,16383,0
166.50,16383,0
166.52,16383,0
166.54,16383,0
166.56,16383,0
166.58,16383,0
166.60,16383,0
166.62,16383,0
166.64,16383,0
166.66,16383,0
166.68,16383,0
166.70,16383,0
166.72,16383,0
166.74,16383,0
166.76,16383,0
166.78,16383,0
166.80,16383,0
166.82,16383,0
166.84,16383,0
166.86,16383,0
166.88,16383,0
166.90,16383,0
166.92,16383,0
166.94,16383,0
166.96,16383,0
166.98,16383,0
167.00,16383,0
167.02,16383,0
167.04,16383,0
167.06,16383,0
167.08,16383,0
167.10,16383,0
167.12,16383,0
167.14,16383,0
167.16,16383,0
167.18,16383,0
167.20,16383,0
167.22,16383,0
167.24,16383,0
167.25,16383,0
167.27,16383,0
167.29,16383,0
167.31,16383,0
167.33,16383,0
167.35,16383,0
167.37,16383,0
167.39,16383,0
167.41,16383,0
167.43,16383,0
167.45,16383,0
167.47,16383,0
167.49,16383,0
167.51,16383,0
167.53,16383,0
167.55,16383,0
167.57,16383,0
167.59,16383,0
167.61,16383,0
167.63,16383,0
167.65,16383,0
167.67,16383,0
167.69,16383,0
167.71,16383,0
167.73,16383,0
167.75,16383,0
167.77,16383,0
167.79,16383,0
167.81,16383,0
167.83,16383,0
167.85,16383,0
167.87,16383,0
167.89,16383,0
167.91,16383,0
167.93,16383,0
167.95,16383,0
167.97,16383,0
167.99,16383,0
168.01,16383,0
168.03,16383,0
168.05,16383,0
168.07,16383,0
168.09,16383,0
168.11,16383,0
168.13,16383,0
168.14,16383,0
168.16,16383,0
168.18,16383,0
168.20,16383,0
168.22,16383,0
168.24,16383,0
168.26,16383,0
168.28,16383,0
168.30,16383,0
168.32,16383,0
168.34,16383,0
168.36,16383,0
168.38,16383,0
168.40,16383,0
168.42,16383,0
168.44,16383,0
168.46,16383,0
168.48,16383,0
168.50,16383,0
168.52,16383,0
168.54,16383,0
168.56,16383,0
168.58,16383,0
168.60,16383,0
168.62,16383,0
168.64,16383,0
168.66,16383,0
168.68,16383,0
168.70,16383,0
168.72,16383,0
168.74,16383,0
168.76,16383,0
168.78,16383,0
168.80,16383,0
168.82,16383,0
168.84,16383,0
168.86,16383,0
168.88,16383,0
168.90,16383,0
168.92,16383,0
168.94,16383,0
168.96,16383,0
168.98,16383,0
169.00,16383,0
169.02,16383,0
169.03,16383,0
169.05,16383,0
169.07,16383,0
169.09,16383,0
169.11,16383,0
169.13,16383,0
169.15,16383,0
169.17,16383,0
