,16383,0
177.72,16383,0
177.74,16383,0
177.76,16383,0
177.78,16383,0
177.80,16383,0
177.81,16383,0
177.83,16383,0
177.85,16383,0
177.87,16383,0
177.89,16383,0
177.91,16383,0
177.93,16383,0
177.95,16383,0
177.97,16383,0
177.99,16383,0
178.01,16383,0
178.03,16383,0
178.05,16383,0
178.07,16383,0
178.09,16383,0
178.11,16383,0
178.13,16383,0
178.15,16383,0
178.17,16383,0
178.19,16383,0
178.21,16383,0
178.23,16383,0
178.25,16383,0
178.27,16383,0
178.29,16383,0
178.31,16383,0
178.33,16383,0
178.35,16383,0
178.37,16383,0
178.39,16383,0
178.41,16383,0
178.43,16383,0
178.45,16383,0
178.47,16383,0
178.49,16383,0
178.51,16383,0
178.53,16383,0
178.55,16383,0
178.57,16383,0
178.59,16383,0
178.61,16383,0
178.63,16383,0
178.65,16383,0
178.67,16383,0
178.69,16383,0
178.70,16383,0
178.72,16383,0
178.74,16383,0
178.76,16383,0
178.78,16383,0
178.80,16383,0
178.82,16383,0
178.84,16383,0
178.86,16383,0
178.88,16383,0
178.90,16383,0
178.92,16383,0
178.94,16383,0
178.96,16383,0
178.98,16383,0
179.00,16383,0
179.02,16383,0
179.04,16383,0
179.06,16383,0
179.08,16383,0
179.10,16383,0
179.12,16383,0
179.14,16383,0
179.16,16383,0
179.18,16383,0
179.20,16383,0
179.22,16383,0
179.24,16383,0
179.26,16383,0
179.28,16383,0
179.30,16383,0
179.32,16383,0
179.34,16383,0
179.36,16383,0
179.38,16383,0
179.40,16383,0
179.42,16383,0
179.44,16383,0
179.46,16383,0
179.48,16383,0
179.50,16383,0
179.52,16383,0
179.54,16383,0
179.56,16383,0
179.58,16383,0
179.59,16383,0
179.61,16383,0
179.63,16383,0
179.65,16383,0
179.67,16383,0
179.69,16383,0
179.71,16383,0
179.73,16383,0
179.75,16383,0
179.77,16383,0
179.79,16383,0
179.81,16383,0
179.83,16383,0
179.85,16383,0
179.87,16383,0
179.89,16383,0
179.91,16383,0
179.93,16383,0
179.95,16383,0
179.97,16383,0
179.99,16383,0
180.01,16383,0
180.03,16383,0
180.05,16383,0
180.07,16383,0
180.09,16383,0
180.11,16383,0
180.13,16383,0
180.15,16383,0
180.17,16383,0
180.19,16383,0
180.21,16383,0
180.23,16383,0
180.25,16383,0
180.27,16383,0
180.29,16383,0
180.31,16383,0
180.33,16383,0
180.35,16383,0
180.37,16383,0
180.39,16383,0
180.41,16383,0
180.43,16383,0
180.45,16383,0
180.46,16383,0
180.48,16383,0
180.50,16383,0
180.52,16383,0
180.54,16383,0
180.56,16383,0
180.58,16383,0
180.60,16383,0
180.62,16383,0
180.64,16383,0
180.66,16383,0
180.68,16383,0
180.70,16383,0
180.72,16383,0
180.74,16383,0
180.76,16383,0
180.78,16383,0
180.80,16383,0
180.82,16383,0
180.84,16383,0
180.86,16383,0
180.88,16383,0
180.90,16383,0
180.92,16383,0
180.94,16383,0
180.96,16383,0
180.98,16383,0
181.00,16383,0
181.02,16383,0
181.04,16383,0
181.06,16383,0
181.08,16383,0
181.10,16383,0
181.12,16383,0
181.14,16383,0
181.16,16383,0
181.18,16383,0
181.20,16383,0
181.22,16383,0
181.24,16383,0
181.26,16383,0
181.28,16383,0
181.30,16383,0
181.32,16383,0
181.33,16383,0
181.35,16383,0
181.37,16383,0
181.39,16383,0
181.41,16383,0
181.43,16383,0
181.45,16383,0
181.47,16383,0
181.49,16383,0
181.51,16383,0
181.53,16383,0
181.55,16383,0
181.57,16383,0
181.59,16383,0
181.61,16383,0
181.63,16383,0
181.65,16383,0
181.67,16383,0
181.69,16383,0
181.71,16383,0
181.73,16383,0
181.75,16383,0
181.77,16383,0
181.79,16383,0
181.81,16383,0
181.83,16383,0
181.85,16383,0
181.87,16383,0
181.89,16383,0
181.91,16383,0
181.93,16383,0
181.95,16383,0
181.97,16383,0
181.99,16383,0
182.01,16383,0
182.03,16383,0
182.05,16383,0
182.07,16383,0
182.09,16383,0
182.11,16383,0
182.13,16383,0
182.15,16383,0
182.17,16383,0
182.19,16383,0
182.21,16383,0
182.22,16383,0
182.24,16383,0
182.26,16383,0
182.28,16383,0
182.30,16383,0
182.32,16383,0
182.34,16383,0
182.36,16383,0
182.38,16383,0
182.40,16383,0
182.42,16383,0
182.44,16383,0
182.46,16383,0
182.48,16383,0
182.50,16383,0
182.52,16383,0
182.54,16383,0
182.56,16383,0
182.58,16383,0
182.60,16383,0
182.62,16383,0
182.64,16383,0
182.66,16383,0
182.68,16383,0
182.70,16383,0
182.72,16383,0
182.74,16383,0
182.76,16383,0
182.78,16383,0
182.80,16383,0
182.82,16383,0
182.84,16383,0
182.86,16383,0
182.88,16383,0
182.90,16383,0
182.92,16383,0
182.94,16383,0
182.96,16383,0
182.98,16383,0
183.00,16383,0
183.02,16383,0
183.04,16383,0
183.06,16383,0
183.08,16383,0
183.09,16383,0
183.11,16383,0
183.13,16383,0
183.15,16383,0
183.17,16383,0
183.19,16383,0
183.21,16383,0
183.23,16383,0
183.25,16383,0
183.27,16383,0
183.29,16383,0
183.31,16383,0
183.33,16383,0
183.35,16383,0
183.37,16383,0
183.39,16383,0
183.41,16383,0
183.43,16383,0
183.45,16383,0
183.47,16383,0
183.49,16383,0
183.51,16383,0
183.53,16383,0
183.55,16383,0
183.57,16383,0
183.59,16383,0
183.61,16383,0
183.63,16383,0
183.65,16383,0
183.67,16383,0
183.69,16383,0
183.71,16383,0
183.73,16383,0
183.75,16383,0
183.77,16383,0
183.79,16383,0
183.81,16383,0
183.83,16383,0
183.85,16383,0
183.87,16383,0
183.89,16383,0
183.91,16383,0
183.93,16383,0
183.95,16383,0
183.97,16383,0
183.98,16383,0
184.00,16383,0
184.02,16383,0
184.04,16383,0
184.06,16383,0
184.08,16383,0
184.10,16383,0
184.12,16383,0
184.14,16383,0
184.16,16383,0
184.18,16383,0
184.20,16383,0
184.22,16383,0
184.24,16383,0
184.26,16383,0
184.28,16383,0
184.30,16383,0
184.32,16383,0
184.34,16383,0
184.36,16383,0
184.38,16383,0
184.40,16383,0
184.42,16383,0
184.44,16383,0
184.46,16383,0
184.48,16383,0
184.50,16383,0
184.52,16383,0
184.54,16383,0
184.56,16383,0
184.58,16383,0
184.60,16383,0
184.62,16383,0
184.64,16383,0
184.66,16383,0
184.68,16383,0
184.70,16383,0
184.72,16383,0
184.74,16383,0
184.76,16383,0
184.78,16383,0
184.80,16383,0
184.82,16383,0
184.84,16383,0
184.86,16383,0
184.87,16383,0
184.89,16383,0
184.91,16383,0
184.93,16383,0
184.95,16383,0
184.97,16383,0
184.99,16383,0
185.01,16383,0
185.03,16383,0
185.05,16383,0
185.07,16383,0
185.09,16383,0
185.11,16383,0
185.13,16383,0
185.15,16383,0
185.17,16383,0
185.19,16383,0
185.21,16383,0
185.23,16383,0
185.25,16383,0
185.27,16383,0
185.29,16383,0
185.31,16383,0
185.33,16383,0
185.35,16383,0
185.37,16383,0
185.39,16383,0
185.41,16383,0
185.43,16383,0
185.45,16383,0
185.47,16383,0
185.49,16383,0
185.51,16383,0
185.53,16383,0
185.55,16383,0
185.57,16383,0
185.59,16383,0
185.61,16383,0
185.63,16383,0
185.65,16383,0
185.67,16383,0
185.69,16383,0
185.71,16383,0
185.73,16383,0
185.74,16383,0
185.76,16383,0
185.78,16383,0
185.80,16383,0
185.82,16383,0
185.84,16383,0
185.86,16383,0
185.88,16383,0
185.90,16383,0
185.92,16383,0
185.94,16383,0
185.96,16383,0
185.98,16383,0
186.00,16383,0
186.02,16383,0
186.04,16383,0
186.06,16383,0
186.08,16383,0
186.10,16383,0
186.12,16383,0
186.14,16383,0
186.16,16383,0
186.18,16383,0
186.20,16383,0
186.22,16383,0
186.24,16383,0
186.26,16383,0
186.28,16383,0
186.30,16383,0
186.32,16383,0
186.34,16383,0
186.36,16383,0
186.38,16383,0
186.40,16383,0
186.42,16383,0
186.44,16383,0
186.46,16383,0
186.48,16383,0
186.50,16383,0
186.52,16383,0
186.54,16383,0
186.56,16383,0
186.58,16383,0
186.60,16383,0
186.62,16383,0
186.63,16383,0
186.65,16383,0
186.67,16383,0
186.69,16383,0
186.71,16383,0
186.73,16383,0
186.75,16383,0
186.77,16383,0
186.79,16383,0
186.81,16383,0
186.83,16383,0
186.85,16383,0
186.87,16383,0
186.89,16383,0
186.91,16383,0
186.93,16383,0
186.95,16383,0
186.97,16383,0
186.99,16383,0
187.01,16383,0
187.03,16383,0
187.05,16383,0
187.07,16383,0
187.09,16383,0
187.11,16383,0
187.13,16383,0
187.15,16383,0
187.17,16383,0
187.19,16383,0
187.21,16383,0
187.23,16383,0
187.25,16383,0
187.27,16383,0
187.29,16383,0
187.31,16383,0
187.33,16383,0
187.35,16383,0
187.37,16383,0
187.39,16383,0
187.41,16383,0
187.43,16383,0
187.45,16383,0
187.47,16383,0
187.49,16383,0
187.51,16383,0
187.52,16383,0
187.54,16383,0
187.56,16383,0
187.58,16383,0
187.60,16383,0
187.62,16383,0
187.64,16383,0
187.66,16383,0
187.68,16383,0
187.70,16383,0
187.72,16383,0
187.74,16383,0
187.76,16383,0
187.78,16383,0
187.80,16383,0
187.82,16383,0
187.84,16383,0
187.86,16383,0
187.88,16383,0
187.90,16383,0
187.92,16383,0
187.94,16383,0
187.96,16383,0
187.98,16383,0
188.00,16383,0
188.02,16383,0
188.04,16383,0
188.06,16383,0
188.08,16383,0
188.10,16383,0
188.12,16383,0
188.14,16383,0
188.16,16383,0
188.18,16383,0
188.20,16383,0
188.22,16383,0
188.24,16383,0
188.26,16383,0
188.28,16383,0
188.30,16383,0
188.32,16383,0
188.34,16383,0
188.36,16383,0
188.38,16383,0
188.39,16383,0
188.41,16383,0
188.43,16383,0
188.45,16383,0
188.47,16383,0
188.49,16383,0
188.51,16383,0
188.53,16383,0
188.55,16383,0
188.57,16383,0
188.59,16383,0
188.61,16383,0
188.63,16383,0
188.65,16383,0
188.67,16383,0
188.69,16383,0
188.71,16383,0
188.73,16383,0
188.75,16383,0
188.77,16383,0
188.79,16383,0
188.81,16383,0
188.83,16383,0
188.85,16383,0
188.87,16383,0
188.89,16383,0
188.91,16383,0
188.93,16383,0
188.95,16383,0
188.97,16383,0
188.99,16383,0
189.01,16383,0
189.03,16383,0
189.05,16383,0
189.07,16383,0
189.09,16383,0
189.11,16383,0
189.13,16383,0
189.15,16383,0
189.17,16383,0
189.19,16383,0
189.21,16383,0
189.23,16383,0
189.25,16383,0
189.27,16383,0
189.28,16383,0
189.30,16383,0
189.32,16383,0
189.34,16383,0
189.36,16383,0
189.38,16383,0
189.40,16383,0
189.42,16383,0
189.44,16383,0
189.46,16383,0
189.48,16383,0
189.50,16383,0
189.52,16383,0
189.54,16383,0
189.56,16383,0
189.58,16383,0
189.60,16383,0
189.62,16383,0
189.64,16383,0
189.66,16383,0
189.68,16383,0
189.70,16383,0
189.72,16383,0
189.74,16383,0
189.76,16383,0
189.78,16383,0
189.80,16383,0
189.82,16383,0
189.84,16383,0
189.86,16383,0
189.88,16383,0
189.90,16383,0
189.92,16383,0
189.94,16383,0
189.96,16383,0
189.98,16383,0
190.00,16383,0
190.02,16383,0
190.04,16383,0
190.06,16383,0
190.08,16383,0
190.10,16383,0
190.12,16383,0
190.14,16383,0
190.15,16383,0
190.17,16383,0
190.19,16383,0
190.21,16383,0
190.23,16383,0
190.25,16383,0
190.27,16383,0
190.29,16383,0
190.31,16383,0
190.33,16383,0
190.35,16383,0
190.37,16383,0
190.39,16383,0
190.41,16383,0
190.43,16383,0
190.45,16383,0
190.47,16383,0
190.49,16383,0
190.51,16383,0
190.53,16383,0
190.55,16383,0
190.57,16383,0
190.59,16383,0
190.61,16383,0
190.63,16383,0
190.65,16383,0
190.67,16383,0
190.69,16383,0
190.71,16383,0
190.73,16383,0
190.75,16383,0
190.77,16383,0
190.79,16383,0
190.81,16383,0
190.83,16383,0
190.85,16383,0
190.87,16383,0
190.89,16383,0
190.91,16383,0
190.93,16383,0
190.95,16383,0
190.97,16383,0
190.99,16383,0
191.01,16383,0
191.03,16383,0
191.04,16383,0
191.06,16383,0
191.08,16383,0
191.10,16383,0
191.12,16383,0
191.14,16383,0
191.16,16383,0
191.18,16383,0
191.20,16383,0
191.22,16383,0
191.24,16383,0
191.26,16383,0
191.28,16383,0
191.30,16383,0
191.32,16383,0
191.34,16383,0
191.36,16383,0
191.38,16383,0
191.40,16383,0
191.42,16383,0
191.44,16383,0
191.46,16383,0
191.48,16383,0
191.50,16383,0
191.52,16383,0
191.54,16383,0
191.56,16383,0
191.58,16383,0
191.60,16383,0
191.62,16383,0
191.64,16383,0
191.66,16383,0
191.68,16383,0
191.70,16383,0
191.72,16383,0
191.74,16383,0
191.76,16383,0
191.78,16383,0
191.80,16383,0
191.82,16383,0
191.84,16383,0
191.86,16383,0
191.88,16383,0
191.90,16383,0
191.92,16383,0
191.93,16383,0
191.95,16383,0
191.97,16383,0
191.99,16383,0
192.01,16383,0
192.03,16383,0
192.05,16383,0
192.07,16383,0
192.09,16383,0
192.11,16383,0
192.13,16383,0
192.15,16383,0
192.17,16383,0
192.19,16383,0
192.21,16383,0
192.23,16383,0
192.25,16383,0
192.27,16383,0
192.29,16383,0
192.31,16383,0
192.33,16383,0
192.35,16383,0
192.37,16383,0
192.39,16383,0
192.41,16383,0
192.43,16383,0
192.45,16383,0
192.47,16383,0
192.49,16383,0
192.51,16383,0
192.53,16383,0
192.55,16383,0
192.57,16383,0
192.59,16383,0
192.61,16383,0
192.63,16383,0
192.65,16383,0
192.67,16383,0
192.69,16383,0
192.71,16383,0
192.73,16383,0
192.75,16383,0
192.77,16383,0
192.79,16383,0
192.80,16383,0
192.82,16383,0
192.84,16383,0
192.86,16383,0
192.88,16383,0
192.90,16383,0
192.92,16383,0
192.94,16383,0
192.96,16383,0
192.98,16383,0
193.00,16383,0
193.02,16383,0
193.04,16383,0
193.06,16383,0
193.08,16383,0
193.10,16383,0
193.12,16383,0
193.14,16383,0
193.16,16383,0
193.18,16383,0
193.20,16383,0
193.22,16383,0
193.24,16383,0
193.26,16383,0
193.28,16383,0
193.30,16383,0
193.32,16383,0
193.34,16383,0
193.36,16383,0
193.38,16383,0
193.40,16383,0
193.42,16383,0
193.44,16383,0
193.46,16383,0
193.48,16383,0
193.50,16383,0
193.52,16383,0
193.54,16383,0
193.56,16383,0
193.58,16383,0
193.60,16383,0
193.62,16383,0
193.64,16383,0
193.66,16383,0
193.68,16383,0
193.69,16383,0
193.71,16383,0
193.73,16383,0
193.75,16383,0
193.77,16383,0
193.79,16383,0
193.81,16383,0
193.83,16383,0
193.85,16383,0
193.87,16383,0
193.89,16383,0
193.91,16383,0
193.93,16383,0
193.95,16383,0
193.97,16383,0
193.99,16383,0
194.01,16383,0
194.03,16383,0
194.05,16383,0
194.07,16383,0
194.09,16383,0
194.11,16383,0
194.13,16383,0
194.15,16383,0
194.17,16383,0
194.19,16383,0
194.21,16383,0
194.23,16383,0
194.25,16383,0
194.27,16383,0
194.29,16383,0
194.31,16383,0
194.33,16383,0
194.35,16383,0
194.37,16383,0
194.39,16383,0
194.41,16383,0
194.43,16383,0
194.45,16383,0
194.47,16383,0
194.49,16383,0
194.51,16383,0
194.53,16383,0
194.55,16383,0
194.56,16383,0
194.58,16383,0
194.60,16383,0
194.62,16383,0
194.64,16383,0
194.66,16383,0
194.68,16383,0
194.70,16383,0
194.72,16383,0
194.74,16383,0
194.76,16383,0
194.78,16383,0
194.80,16383,0
194.82,16383,0
194.84,16383,0
194.86,16383,0
194.88,16383,0
194.90,16383,0
194.92,16383,0
194.94,16383,0
194.96,16383,0
194.98,16383,0
195.00,16383,0
195.02,16383,0
195.04,16383,0
195.06,16383,0
195.08,16383,0
195.10,16383,0
195.12,16383,0
195.14,16383,0
195.16,16383,0
195.18,16383,0
195.20,16383,0
195.22,16383,0
195.24,16383,0
195.26,16383,0
195.28,16383,0
195.30,16383,0
195.32,16383,0
195.34,16383,0
195.36,16383,0
195.38,16383,0
195.40,16383,0
195.42,16383,0
195.43,16383,0
195.45,16383,0
195.47,16383,0
195.49,16383,0
195.51,16383,0
195.53,16383,0
195.55,16383,0
195.57,16383,0
195.59,16383,0
195.61,16383,0
195.63,16383,0
195.65,16383,0
195.67,16383,0
195.69,16383,0
195.71,16383,0
195.73,16383,0
195.75,16383,0
195.77,16383,0
195.79,16383,0
195.81,16383,0
195.83,16383,0
195.85,16383,0
195.87,16383,0
195.89,16383,0
195.91,16383,0
195.93,16383,0
195.95,16383,0
195.97,16383,0
195.99,16383,0
196.01,16383,0
196.03,16383,0
196.05,16383,0
196.07,16383,0
196.09,16383,0
196.11,16383,0
196.13,16383,0
196.15,16383,0
196.17,16383,0
196.19,16383,0
196.21,16383,0
196.23,16383,0
196.25,16383,0
196.27,16383,0
196.29,16383,0
196.31,16383,0
196.33,16383,0
196.34,16383,0
196.36,16383,0
196.38,16383,0
196.40,16383,0
196.42,16383,0
196.44,16383,0
196.46,16383,0
196.48,16383,0
196.50,16383,0
196.52,16383,0
196.54,16383,0
196.56,16383,0
196.58,16383,0
196.60,16383,0
196.62,16383,0
196.64,16383,0
196.66,16383,0
196.68,16383,0
196.70,16383,0
196.72,16383,0
196.74,16383,0
196.76,16383,0
196.78,16383,0
196.80,16383,0
196.82,16383,0
196.84,16383,0
196.86,16383,0
196.88,16383,0
196.90,16383,0
196.92,16383,0
196.94,16383,0
196.96,16383,0
196.98,16383,0
197.00,16383,0
197.02,16383,0
197.04,16383,0
197.06,16383,0
197.08,16383,0
197.10,16383,0
197.12,16383,0
197.14,16383,0
197.16,16383,0
197.18,16383,0
197.20,16383,0
197.21,16383,0
197.23,16383,0
197.25,16383,0
197.27,16383,0
197.29,16383,0
197.31,16383,0
197.33,16383,0
197.35,16383,0
197.37,16383,0
197.39,16383,0
197.41,16383,0
197.43,16383,0
197.45,16383,0
197.47,16383,0
197.49,16383,0
197.51,16383,0
197.53,16383,0
197.55,16383,0
197.57,16383,0
197.59,16383,0
197.61,16383,0
197.63,16383,0
197.65,16383,0
197.67,16383,0
197.69,16383,0
197.71,16383,0
197.73,16383,0
197.75,16383,0
197.77,16383,0
197.79,16383,0
197.81,16383,0
197.83,16383,0
197.85,16383,0
197.87,16383,0
197.89,16383,0
197.91,16383,0
197.93,16383,0
197.95,16383,0
197.97,16383,0
197.99,16383,0
198.01,16383,0
198.03,16383,0
198.05,16383,0
198.07,16383,0
198.08,16383,0
198.10,16383,0
198.12,16383,0
198.14,16383,0
198.16,16383,0
198.18,16383,0
198.20,16383,0
198.22,16383,0
198.24,16383,0
198.26,16383,0
198.28,16383,0
198.30,16383,0
198.32,16383,0
198.34,16383,0
198.36,16383,0
198.38,16383,0
198.40,16383,0
198.42,16383,0
198.44,16383,0
198.46,16383,0
198.48,16383,0
198.50,16383,0
198.52,16383,0
198.54,16383,0
198.56,16383,0
198.58,16383,0
198.60,16383,0
198.62,16383,0
198.64,16383,0
198.66,16383,0
198.68,16383,0
198.70,16383,0
198.72,16383,0
198.74,16383,0
198.76,16383,0
198.78,16383,0
198.80,16383,0
198.82,16383,0
198.84,16383,0
198.86,16383,0
198.88,16383,0
198.90,16383,0
198.92,16383,0
198.94,16383,0
198.96,16383,0
198.97,16383,0
198.99,16383,0
199.01,16383,0
199.03,16383,0
199.05,16383,0
199.07,16383,0
199.09,16383,0
199.11,16383,0
199.13,16383,0
199.15,16383,0
199.17,16383,0
199.19,16383,0
199.21,16383,0
199.23,16383,0
199.25,16383,0
199.27,16383,0
199.29,16383,0
199.31,16383,0
199.33,16383,0
199.35,16383,0
199.37,16383,0
199.39,16383,0
199.41,16383,0
199.43,16383,0
199.45,16383,0
199.47,16383,0
199.49,16383,0
199.51,16383,0
199.53,16383,0
199.55,16383,0
199.57,16383,0
199.59,16383,0
199.61,16383,0
199.63,16383,0
199.65,16383,0
199.67,16383,0
199.69,16383,0
199.71,16383,0
199.73,16383,0
199.75,16383,0
199.77,16383,0
199.79,16383,0
199.81,16383,0
199.83,16383,0
199.84,16383,0
199.86,16383,0
199.88,16383,0
199.90,16383,0
199.92,16383,0
199.94,16383,0
199.96,16383,0
199.98,16383,0
200.00,16383,0
200.02,16383,0
200.04,16383,0
200.06,16383,0
200.08,16383,0
200.10,16383,0
200.12,16383,0
200.14,16383,0
200.16,16383,0
200.18,16383,0
200.20,16383,0
200.22,16383,0
200.24,16383,0
200.26,16383,0
200.28,16383,0
200.30,16383,0
200.32,16383,0
200.34,16383,0
200.36,16383,0
200.38,16383,0
200.40,16383,0
200.42,16383,0
200.44,16383,0
200.46,16383,0
200.48,16383,0
200.50,16383,0
200.52,16383,0
200.54,16383,0
200.56,16383,0
200.58,16383,0
200.60,16383,0
200.62,16383,0
200.64,16383,0
200.66,16383,0
200.68,16383,0
200.70,16383,0
200.72,16383,0
200.73,16383,0
200.75,16383,0
200.77,16383,0
200.79,16383,0
200.81,16383,0
200.83,16383,0
200.85,16383,0
200.87,16383,0
200.89,16383,0
200.91,16383,0
200.93,16383,0
200.95,16383,0
200.97,16383,0
200.99,16383,0
201.01,16383,0
201.03,16383,0
201.05,16383,0
201.07,16383,0
201.09,16383,0
201.11,16383,0
201.13,16383,0
201.15,16383,0
201.17,16383,0
201.19,16383,0
201.21,16383,0
201.23,16383,0
201.25,16383,0
201.27,16383,0
201.29,16383,0
201.31,16383,0
201.33,16383,0
201.35,16383,0
201.37,16383,0
201.39,16383,0
201.41,16383,0
201.43,16383,0
201.45,16383,0
201.47,16383,0
201.49,16383,0
201.51,16383,0
201.53,16383,0
201.55,16383,0
201.57,16383,0
201.59,16383,0
201.60,16383,0
201.62,16383,0
201.64,16383,0
201.66,16383,0
201.68,16383,0
201.70,16383,0
201.72,16383,0
201.74,16383,0
201.76,16383,0
201.78,16383,0
201.80,16383,0
201.82,16383,0
201.84,16383,0
201.86,16383,0
201.88,16383,0
201.90,16383,0
201.92,16383,0
201.94,16383,0
201.96,16383,0
201.98,16383,0
202.00,16383,0
202.02,16383,0
202.04,16383,0
202.06,16383,0
202.08,16383,0
202.10,16383,0
202.12,16383,0
202.14,16383,0
202.16,16383,0
202.18,16383,0
202.20,16383,0
202.22,16383,0
202.24,16383,0
202.26,16383,0
202.28,16383,0
202.30,16383,0
202.32,16383,0
202.34,16383,0
202.36,16383,0
202.38,16383,0
202.40,16383,0
202.42,16383,0
202.44,16383,0
202.46,16383,0
202.47,16383,0
202.49,16383,0
202.51,16383,0
202.53,16383,0
202.55,16383,0
202.57,16383,0
202.59,16383,0
202.61,16383,0
202.63,16383,0
202.65,16383,0
202.67,16383,0
202.69,16383,0
202.71,16383,0
202.73,16383,0
202.75,16383,0
202.77,16383,0
202.79,16383,0
202.81,16383,0
202.83,16383,0
202.85,16383,0
202.87,16383,0
202.89,16383,0
202.91,16383,0
202.93,16383,0
202.95,16383,0
202.97,16383,0
202.99,16383,0
203.01,16383,0
203.03,16383,0
203.05,16383,0
203.07,16383,0
203.09,16383,0
203.11,16383,0
203.13,16383,0
203.15,16383,0
203.17,16383,0
203.19,16383,0
203.21,16383,0
203.23,16383,0
203.25,16383,0
203.27,16383,0
203.29,16383,0
203.31,16383,0
203.33,16383,0
203.35,16383,0
203.36,16383,0
203.38,16383,0
203.40,16383,0
203.42,16383,0
203.44,16383,0
203.46,16383,0
203.48,16383,0
203.50,16383,0
203.52,16383,0
203.54,16383,0
203.56,16383,0
203.58,16383,0
203.60,16383,0
203.62,16383,0
203.64,16383,0
203.66,16383,0
203.68,16383,0
203.70,16383,0
203.72,16383,0
203.74,16383,0
203.76,16383,0
203.78,16383,0
203.80,16383,0
203.82,16383,0
203.84,16383,0
203.86,16383,0
203.88,16383,0
203.90,16383,0
203.92,16383,0
203.94,16383,0
203.96,16383,0
203.98,16383,0
204.00,16383,0
204.02,16383,0
204.04,16383,0
204.06,16383,0
204.08,16383,0
204.10,16383,0
204.12,16383,0
204.14,16383,0
204.16,16383,0
204.18,16383,0
204.20,16383,0
204.22,16383,0
204.24,16383,0
204.25,16383,0
204.27,16383,0
204.29,16383,0
204.31,16383,0
204.33,16383,0
204.35,16383,0
204.37,16383,0
204.39,16383,0
204.41,16383,0
204.43,16383,0
204.45,16383,0
204.47,16383,0
204.49,16383,0
204.51,16383,0
204.53,16383,0
204.55,16383,0
204.57,16383,0
204.59,16383,0
204.61,16383,0
204.63,16383,0
204.65,16383,0
204.67,16383,0
204.69,16383,0
204.71,16383,0
204.73,16383,0
204.75,16383,0
204.77,16383,0
204.79,16383,0
204.81,16383,0
204.83,16383,0
204.85,16383,0
204.87,16383,0
204.89,16383,0
204.91,16383,0
204.93,16383,0
204.95,16383,0
204.97,16383,0
204.99,16383,0
205.01,16383,0
205.03,16383,0
205.05,16383,0
205.07,16383,0
205.09,16383,0
205.11,16383,0
205.12,16383,0
205.14,16383,0
205.16,16383,0
205.18,16383,0
205.20,16383,0
205.22,16383,0
205.24,16383,0
205.26,16383,0
205.28,16383,0
205.30,16383,0
205.32,16383,0
205.34,16383,0
205.36,16383,0
205.38,16383,0
205.40,16383,0
205.42,16383,0
205.44,16383,0
205.46,16383,0
205.48,16383,0
205.50,16383,0
205.52,16383,0
205.54,16383,0
205.56,16383,0
205.58,16383,0
205.60,16383,0
205.62,16383,0
205.64,16383,0
205.66,16383,0
205.68,16383,0
205.70,16383,0
205.72,16383,0
205.74,16383,0
205.76,16383,0
205.78,16383,0
205.80,16383,0
205.82,16383,0
205.84,16383,0
205.86,16383,0
205.88,16383,0
205.90,16383,0
205.92,16383,0
205.94,16383,0
205.96,16383,0
205.98,16383,0
206.00,16383,0
206.01,16383,0
206.03,16383,0
206.05,16383,0
206.07,16383,0
206.09,16383,0
206.11,16383,0
206.13,16383,0
206.15,16383,0
206.17,16383,0
206.19,16383,0
206.21,16383,0
206.23,16383,0
206.25,16383,0
206.27,16383,0
206.29,16383,0
206.31,16383,0
