""
2,537,0.06,10877,0
3,793,0.09,10875,0
3,793,0.09,10856,0
3,793,0.09,10881,0
4,1049,0.12,10855,0
4,1049,0.12,10876,0
4,1049,0.12,10854,0
5,1305,0.16,10885,0
5,1305,0.16,10870,0
5,1305,0.16,10890,0
6,1561,0.19,10871,0
6,1561,0.19,10871,0
6,1561,0.19,10851,0
7,1817,0.22,10875,0
7,1817,0.22,10859,0
7,1817,0.22,10849,0
8,2073,0.25,10849,0
8,2073,0.25,10826,0
8,2073,0.25,10843,0
9,2329,0.28,10837,0
9,2329,0.28,10836,0
9,2329,0.28,10818,0
10,2585,0.31,10835,0
10,2585,0.31,10799,0
10,2585,0.31,10809,0
11,2841,0.34,10797,0
11,2841,0.34,10814,0
11,2841,0.34,10785,0
12,3097,0.37,10803,0
12,3097,0.37,10768,0
12,3097,0.37,10780,0
13,3353,0.41,10769,0
13,3353,0.41,10762,0
13,3353,0.41,10766,0
14,3609,0.44,10766,0
14,3609,0.44,10737,0
14,3609,0.44,10735,0
15,3865,0.47,10745,0
15,3865,0.47,10706,0
15,3865,0.47,10714,0
16,4121,0.50,10703,0
16,4121,0.50,10685,0
16,4121,0.50,10681,0
17,4377,0.53,10697,0
17,4377,0.53,10647,0
17,4377,0.53,10678,0
18,4633,0.56,10649,0
18,4633,0.56,10649,0
18,4633,0.56,10618,0
19,4889,0.59,10642,0
19,4889,0.59,10591,0
19,4889,0.59,10617,0
20,5145,0.63,10608,0
20,5145,0.63,10570,0
20,5145,0.63,10576,0
21,5401,0.66,10582,0
21,5401,0.66,10551,0
21,5401,0.66,10541,0
22,5657,0.69,10543,0
22,5657,0.69,10498,0
22,5657,0.69,10499,0
23,5913,0.72,10506,0
23,5913,0.72,10465,0
23,5913,0.72,10451,0
24,6169,0.75,10470,0
24,6169,0.75,10437,0
24,6169,0.75,10430,0
25,6425,0.78,10426,0
25,6425,0.78,10408,0
25,6425,0.78,10405,0
26,6681,0.81,10407,0
26,6681,0.81,10363,0
26,6681,0.81,10352,0
27,6937,0.84,10348,0
27,6937,0.84,10320,0
27,6937,0.84,10327,0
28,7193,0.88,10302,0
28,7193,0.88,10272,0
28,7193,0.88,10282,0
29,7449,0.91,10278,0
29,7449,0.91,10234,0
29,7449,0.91,10226,0
30,7705,0.94,10235,0
30,7705,0.94,10188,0
30,7705,0.94,10193,0
31,7961,0.97,10193,0
31,7961,0.97,10149,0
31,7961,0.97,10149,0
0,25,0.00,10152,0
0,25,0.00,10889,0
0,25,0.00,10866,0
1,281,0.03,10887,0
1,281,0.03,10892,0
1,281,0.03,10886,0
2,537,0.06,10891,0
2,537,0.06,10883,0
2,537,0.06,10895,0
3,793,0.09,10876,0
3,793,0.09,10900,0
3,793,0.09,10873,0
4,1049,0.12,10878,0
4,1049,0.12,10855,0
4,1049,0.12,10888,0
5,1305,0.16,10864,0
5,1305,0.16,10874,0
5,1305,0.16,10851,0
6,1561,0.19,10886,0
6,1561,0.19,10862,0
6,1561,0.19,10883,0
7,1817,0.22,10869,0
7,1817,0.22,10854,0
7,1817,0.22,10847,0
8,2073,0.25,10861,0
