0
32.29,13230,0
32.31,13187,0
32.33,13172,0
32.35,13126,0
32.37,13119,0
32.39,13120,0
32.41,13155,0
32.43,13120,0
32.45,13132,0
32.47,13134,0
32.49,13148,0
32.51,13173,0
32.53,13148,0
32.55,13145,0
32.57,13170,0
32.59,13121,0
32.61,13119,0
32.63,13101,0
32.65,13118,0
32.67,13081,0
32.69,13082,0
32.71,13090,0
32.73,13123,0
32.75,13109,0
32.77,13139,0
32.79,13157,0
32.81,13144,0
32.83,13140,0
32.85,13153,0
32.87,13162,0
32.89,13191,0
32.90,13172,0
32.92,13209,0
32.94,13197,0
32.96,13221,0
32.98,13203,0
33.00,13209,0
33.02,13220,0
33.04,13265,0
33.06,13243,0
33.08,13279,0
33.10,13238,0
33.12,13242,0
33.14,13165,0
33.16,13112,0
33.18,13058,0
33.20,13024,0
33.22,13025,0
33.24,12979,0
33.26,12963,0
33.28,12963,0
33.30,12996,0
33.32,13003,0
33.34,13015,0
33.36,12996,0
33.38,13013,0
33.40,13021,0
33.42,13052,0
33.44,13026,0
33.46,13007,0
33.48,12991,0
33.50,12985,0
33.52,13013,0
33.54,12986,0
33.56,13024,0
33.58,12999,0
33.60,13037,0
33.62,13031,0
33.64,13051,0
33.66,13062,0
33.68,13089,0
33.70,13129,0
33.72,13113,0
33.74,13140,0
33.75,13139,0
33.77,13183,0
33.79,13200,0
33.81,13184,0
33.83,13195,0
33.85,13232,0
33.87,13239,0
33.89,13218,0
33.91,13234,0
33.93,13219,0
33.95,13194,0
33.97,13130,0
33.99,13093,0
34.01,13035,0
34.03,13015,0
34.05,12960,0
34.07,12978,0
34.09,12939,0
34.11,12937,0
34.13,12947,0
34.15,12983,0
34.17,12958,0
34.19,12994,0
34.21,12972,0
34.23,13009,0
34.25,12968,0
34.27,12959,0
34.29,12949,0
34.31,12972,0
34.33,12936,0
34.35,12941,0
34.37,12926,0
34.39,12955,0
34.41,12925,0
34.43,12926,0
34.45,12929,0
34.47,12966,0
34.49,12975,0
34.51,12973,0
34.53,12951,0
34.55,12960,0
34.57,12969,0
34.59,13006,0
34.61,12980,0
34.63,13007,0
34.64,13018,0
34.66,13031,0
34.68,13017,0
34.70,13024,0
34.72,13034,0
34.74,13079,0
34.76,13058,0
34.78,13078,0
34.80,13073,0
34.82,13052,0
34.84,12977,0
34.86,12926,0
34.88,12878,0
34.90,12871,0
34.92,12822,0
34.94,12845,0
34.96,12840,0
34.98,12827,0
35.00,12807,0
35.02,12838,0
35.04,12819,0
35.06,12823,0
35.08,12828,0
35.10,12851,0
35.12,12843,0
35.14,12821,0
35.16,12798,0
35.18,12811,0
35.20,12774,0
35.22,12784,0
35.24,12769,0
35.26,12808,0
35.28,12804,0
35.30,12819,0
35.32,12797,0
35.34,12806,0
35.36,12812,0
35.38,12842,0
35.40,12826,0
35.42,12864,0
35.44,12869,0
35.46,12880,0
35.48,12852,0
35.49,12865,0
35.51,12874,0
35.53,12918,0
35.55,12893,0
35.57,12933,0
35.59,12925,0
35.61,12958,0
35.63,12935,0
35.65,12946,0
35.67,12958,0
35.69,13000,0
35.71,12986,0
35.73,13033,0
35.75,13025,0
35.77,13007,0
35.79,12958,0
35.81,12922,0
35.83,12860,0
35.85,12817,0
35.87,12779,0
35.89,12761,0
35.91,12779,0
35.93,12747,0
35.95,12747,0
35.97,12774,0
35.99,12783,0
36.01,12751,0
36.03,12793,0
36.05,12759,0
36.07,12754,0
36.09,12752,0
36.11,12748,0
36.13,12722,0
36.15,12723,0
36.17,12753,0
36.19,12720,0
36.21,12754,0
36.23,12765,0
36.25,12764,0
36.27,12761,0
36.29,12772,0
36.31,12788,0
36.33,12796,0
36.35,12800,0
36.36,12830,0
36.38,12849,0
36.40,12849,0
36.42,12848,0
36.44,12856,0
36.46,12876,0
36.48,12863,0
36.50,12884,0
36.52,12886,0
36.54,12892,0
36.56,12906,0
36.58,12913,0
36.60,12923,0
36.62,12925,0
36.64,12963,0
36.66,12942,0
36.68,12973,0
36.70,12976,0
36.72,12985,0
36.74,12985,0
36.76,12967,0
36.78,12942,0
36.80,12864,0
36.82,12826,0
36.84,12784,0
36.86,12770,0
36.88,12746,0
36.90,12759,0
36.92,12758,0
36.94,12741,0
36.96,12782,0
36.98,12770,0
37.00,12785,0
37.02,12768,0
37.04,12782,0
37.06,12756,0
37.08,12737,0
37.10,12750,0
37.12,12708,0
37.14,12695,0
37.16,12692,0
37.18,12722,0
37.20,12692,0
37.22,12723,0
37.23,12726,0
37.25,12727,0
37.27,12710,0
37.29,12714,0
37.31,12728,0
37.33,12751,0
37.35,12742,0
37.37,12771,0
37.39,12766,0
37.41,12800,0
37.43,12774,0
37.45,12780,0
37.47,12792,0
37.49,12799,0
37.51,12806,0
37.53,12811,0
37.55,12847,0
37.57,12824,0
37.59,12870,0
37.61,12870,0
37.63,12881,0
37.65,12863,0
37.67,12898,0
37.69,12879,0
37.71,12885,0
37.73,12908,0
37.75,12922,0
37.77,12927,0
37.79,12936,0
37.81,12967,0
37.83,12915,0
37.85,12909,0
37.87,12841,0
37.89,12814,0
37.91,12745,0
37.93,12725,0
37.95,12719,0
37.97,12712,0
37.99,12707,0
38.01,12709,0
38.03,12732,0
38.05,12721,0
38.07,12752,0
38.09,12760,0
38.10,12739,0
38.12,12747,0
38.14,12748,0
38.16,12737,0
38.18,12692,0
38.20,12712,0
38.22,12676,0
38.24,12671,0
38.26,12680,0
38.28,12695,0
38.30,12674,0
38.32,12687,0
38.34,12690,0
38.36,12715,0
38.38,12700,0
38.40,12709,0
38.42,12730,0
38.44,12736,0
38.46,12728,0
38.48,12735,0
38.50,12769,0
38.52,12749,0
38.54,12782,0
38.56,12770,0
38.58,12801,0
38.60,12774,0
38.62,12784,0
38.64,12795,0
38.66,12832,0
38.68,12808,0
38.70,12850,0
38.72,12857,0
38.74,12855,0
38.76,12850,0
38.78,12858,0
38.80,12866,0
38.82,12881,0
38.84,12882,0
38.86,12926,0
38.88,12920,0
38.90,12950,0
38.92,12931,0
38.94,12942,0
38.95,12953,0
38.97,12956,0
38.99,12927,0
39.01,12909,0
39.03,12884,0
39.05,12807,0
39.07,12787,0
39.09,12772,0
39.11,12764,0
39.13,12721,0
39.15,12723,0
39.17,12721,0
39.19,12762,0
39.21,12735,0
39.23,12768,0
39.25,12773,0
39.27,12790,0
39.29,12760,0
39.31,12768,0
39.33,12743,0
39.35,12734,0
39.37,12726,0
39.39,12717,0
39.41,12716,0
39.43,12720,0
39.45,12756,0
39.47,12725,0
39.49,12733,0
39.51,12777,0
39.53,12761,0
39.55,12775,0
39.57,12791,0
39.59,12789,0
39.61,12836,0
39.63,12809,0
39.65,12820,0
39.67,12861,0
39.69,12835,0
39.71,12877,0
39.73,12864,0
39.75,12862,0
39.77,12898,0
39.79,12876,0
39.81,12881,0
39.82,12917,0
39.84,12895,0
39.86,12906,0
39.88,12934,0
39.90,12924,0
39.92,12962,0
39.94,12958,0
39.96,12936,0
39.98,12899,0
40.00,12848,0
40.02,12831,0
40.04,12781,0
40.06,12764,0
40.08,12738,0
40.10,12759,0
40.12,12757,0
40.14,12730,0
40.16,12765,0
40.18,12756,0
40.20,12752,0
40.22,12793,0
40.24,12770,0
40.26,12773,0
40.28,12772,0
40.30,12767,0
40.32,12752,0
40.34,12739,0
40.36,12743,0
40.38,12732,0
40.40,12760,0
40.42,12738,0
40.44,12744,0
40.46,12785,0
40.48,12759,0
40.50,12792,0
40.52,12812,0
40.54,12804,0
40.56,12827,0
40.58,12861,0
40.60,12852,0
40.62,12870,0
40.64,12875,0
40.66,12908,0
40.68,12898,0
40.69,12915,0
40.71,12920,0
40.73,12930,0
40.75,12955,0
40.77,12935,0
40.79,12945,0
40.81,12954,0
40.83,12993,0
40.85,12981,0
40.87,13025,0
40.89,13028,0
40.91,12976,0
40.93,12970,0
40.95,12899,0
40.97,12864,0
40.99,12864,0
41.01,12818,0
41.03,12835,0
41.05,12832,0
41.07,12805,0
41.09,12831,0
41.11,12826,0
41.13,12824,0
41.15,12836,0
41.17,12830,0
41.19,12864,0
41.21,12856,0
41.23,12820,0
41.25,12838,0
41.27,12800,0
41.29,12792,0
41.31,12796,0
41.33,12790,0
41.35,12795,0
41.37,12799,0
41.39,12814,0
41.41,12823,0
41.43,12832,0
41.45,12849,0
41.47,12858,0
41.49,12904,0
41.51,12892,0
41.53,12914,0
41.54,12906,0
41.56,12945,0
41.58,12922,0
41.60,12936,0
41.62,12950,0
41.64,12954,0
41.66,12966,0
41.68,12966,0
41.70,13018,0
41.72,12995,0
41.74,13012,0
41.76,13046,0
41.78,13030,0
41.80,13076,0
41.82,13084,0
41.84,13070,0
41.86,13093,0
41.88,13061,0
41.90,13051,0
41.92,13008,0
41.94,12948,0
41.96,12955,0
41.98,12920,0
42.00,12896,0
42.02,12908,0
42.04,12896,0
