x0000,y0000
13136.,0.
10.57,13144.
10.59,13171.
10.61,13197.
10.63,13124.
10.65,13196.
10.67,13226.
10.69,13264.
10.71,13308.
10.73,13370.
10.75,13394.
10.77,13392.
10.79,13389.
10.81,13409.
10.83,13326.
10.85,13218.
10.87,13098.
10.89,12961.
10.91,12734.
10.93,12713.
10.95,12550.
10.97,12670.
10.99,12683.
11.01,12750.
11.03,12904.
11.05,12975.
11.07,12999.
11.09,12999.
11.11,13070.
11.13,13062.
11.15,13076.
11.16,13076.
11.18,13110.
11.2,13151.
11.22,13154.
11.24,13148.
11.26,13178.
11.28,13170.
11.3,13093.
11.32,13284.
11.34,13323.
11.36,13404.
11.38,13389.
11.4,13377.
11.42,13375.
11.44,13424.
11.46,13551.
11.48,13572.
11.5,13544.
11.52,13474.
11.54,13338.
11.56,13304.
11.58,13204.
11.6,13004.
11.62,12931.
11.64,12901.
11.66,12878.
11.68,12880.
11.7,12853.
11.72,12882.
11.74,12920.
11.76,12985.
11.78,13002.
11.8,13095.
11.82,13104.
11.84,13081.
11.86,13148.
11.88,13224.
11.9,13188.
11.92,13225.
11.94,13248.
11.96,13291.
11.98,13322.
12.,13319.
12.02,13302.
12.04,13309.
12.06,13354.
12.08,13396.
12.1,13396.
12.12,13431.
12.14,13456.
12.16,13414.
12.17,13490.
12.19,13528.
12.21,13516.
12.23,13511.
12.25,13502.
12.27,13423.
12.29,13289.
12.31,13168.
12.33,13050.
12.35,12929.
12.37,12855.
12.39,12860.
12.41,12901.
12.43,12834.
12.45,12840.
12.47,12880.
12.49,12980.
12.51,13016.
12.53,13026.
12.55,13057.
12.57,13106.
12.59,13119.
12.61,13154.
12.63,13205.
12.65,13155.
12.67,13136.
12.69,13177.
12.71,13233.
12.73,13238.
12.75,13226.
12.77,13184.
12.79,13219.
12.81,13271.
12.83,13328.
12.85,13306.
12.87,13291.
12.89,13317.
12.91,13333.
12.93,13408.
12.95,13402.
12.97,13400.
12.99,13371.
13.01,13291.
13.03,13180.
13.05,13051.
13.07,12922.
13.09,12846.
13.11,12807.
13.13,12803.
13.15,12804.
13.17,12823.
13.18,12833.
13.2,12800.
13.22,12871.
13.24,12948.
13.26,12966.
13.28,12989.
13.3,13006.
13.32,13029.
13.34,13041.
13.36,13067.
13.38,13076.
13.4,13011.
13.42,13030.
13.44,13042.
13.46,13083.
13.48,13112.
13.5,13121.
13.52,13118.
13.54,13128.
13.56,13174.
13.58,13167.
13.6,13187.
13.62,13177.
13.64,13215.
13.66,13240.
13.68,13262.
13.7,13248.
13.72,13186.
13.74,13092.
13.76,12991.
13.78,12869.
13.8,12772.
13.82,12696.
13.84,12657.
13.86,12671.
13.88,12702.
13.9,12687.
13.92,12727.
13.94,12704.
13.96,12748.
13.98,12793.
14.,12835.
14.02,12861.
14.04,12854.
14.06,12886.
14.08,12886.
14.1,12910.
14.12,12910.
14.14,12919.
14.16,12940.
14.18,12922.
14.19,12976.
14.21,12934.
14.23,12932.
14.25,12941.
14.27,13012.
14.29,13015.
14.31,13022.
14.33,13011.
14.35,13047.
14.37,13104.
14.39,13157.
14.41,13142.
14.43,13146.
14.45,13114.
14.47,13074.
14.49,12956.
14.51,12868.
14.53,12725.
14.55,12660.
14.57,12631.
14.59,12648.
14.61,12662.
14.63,12667.
14.65,12642.
14.67,12690.
14.69,12740.
14.71,12789.
14.73,12790.
14.75,12833.
14.77,12830.
14.79,12857.
14.81,12852.
14.83,12890.
14.85,12885.
14.87,12871.
14.89,12873.
14.91,12894.
14.93,12906.
14.95,12915.
14.97,12922.
14.99,12932.
15.01,12940.
15.03,13000.
15.05,13011.
15.07,13041.
15.09,13027.
15.11,13029.
15.13,13055.
15.15,13081.
15.17,13116.
15.19,13084.
15.2,13031.
15.22,12942.
15.24,12844.
15.26,12776.
15.28,12672.
15.3,12596.
15.32,12579.
15.34,12623.
15.36,12650.
15.38,12652.
15.4,12637.
15.42,12664.
15.44,12716.
15.46,12762.
15.48,12782.
15.5,12801.
15.52,12785.
15.54,12789.
15.56,12779.
15.58,12808.
15.6,12801.
15.62,12793.
15.64,12820.
15.66,12836.
15.68,12874.
15.7,12832.
15.72,12826.
15.74,12840.
15.76,12912.
15.78,12941.
15.8,12948.
15.82,12912.
15.84,12929.
15.86,12954.
15.88,12984.
15.9,12970.
15.92,12963.
15.94,12911.
15.96,12856.
15.98,12755.
16.,12633.
16.02,12530.
16.04,12498.
16.06,12506.
16.08,12535.
16.1,12532.
16.12,12513.
16.14,12505.
16.16,12552.
16.18,12625.
16.2,12617.
16.21,12640.
16.23,12669.
16.25,12651.
16.27,12668.
16.29,12705.
16.31,12715.
16.33,12684.
16.35,12660.
16.37,12694.
16.39,12731.
16.41,12770.
16.43,12756.
16.45,12736.
16.47,12752.
16.49,12828.
16.51,12829.
16.53,12860.
16.55,12848.
16.57,12836.
16.59,12833.
16.61,12873.
16.63,12913.
16.65,12881.
16.67,12839.
16.69,12801.
16.71,12717.
16.73,12643.
16.75,12506.
16.77,12419.
16.79,12433.
16.81,12460.
16.83,12470.
16.85,12450.
16.87,12435.
16.89,12472.
16.91,12537.
16.93,12544.
16.95,12546.
16.97,12565.
16.99,12595.
17.01,12636.
17.03,12627.
17.05,12660.
17.07,12637.
17.09,12612.
17.11,12623.
17.13,12658.
17.15,12704.
17.17,12666.
17.19,12656.
17.21,12681.
17.22,12734.
17.24,12740.
17.26,12739.
17.28,12768.
17.3,12751.
17.32,12765.
17.34,12817.
17.36,12802.
17.38,12830.
17.4,12818.
17.42,12813.
17.44,12820.
17.46,12768.
17.48,12600.
17.5,12486.
17.52,12437.
17.54,12429.
17.56,12397.
17.58,12384.
17.6,12377.
17.62,12399.
17.64,12427.
17.66,12421.
17.68,12470.
17.7,12470.
17.72,12481.
17.74,12514.
17.76,12539.
17.78,12554.
17.8,12537.
17.82,12552.
17.84,12557.
17.86,12597.
17.88,12579.
17.9,12570.
17.92,12577.
17.94,12614.
17.96,12672.
17.98,12671.
18.,12705.
18.02,12705.
18.04,12707.
18.06,12729.
18.08,12724.
18.1,12756.
18.12,12771.
18.14,12771.
18.16,12739.
18.18,12785.
18.2,12792.
18.21,12826.
18.23,12821.
18.25,12797.
18.27,12708.
18.29,12608.
18.31,12504.
18.33,12416.
18.35,12393.
18.37,12380.
18.39,12378.
18.41,12367.
18.43,12359.
18.45,12351.
18.47,12387.
18.49,12423.
18.51,12479.
18.53,12486.
18.55,12472.
18.57,12493.
18.59,12510.
18.61,12530.
18.63,12538.
18.65,12540.
18.67,12542.
18.69,12541.
18.71,12547.
18.73,12568.
18.75,12591.
18.77,12591.
18.79,12610.
18.81,12648.
18.83,12654.
18.85,12610.
18.87,12552.
18.89,12612.
18.91,12639.
18.93,12660.
18.95,12642.
18.97,12615.
18.99,12608.
19.01,12652.
19.03,12650.
19.05,12628.
19.07,12689.
19.09,12591.
19.11,12587.
19.13,12608.
19.15,12573.
19.17,12450.
19.19,12380.
19.21,12343.
19.22,12339.
19.24,12360.
19.26,12352.
19.28,12296.
19.3,12304.
19.32,12352.
19.34,12406.
19.36,12403.
19.38,12402.
19.4,12396.
19.42,12462.
19.44,12511.
19.46,12512.
19.48,12476.
19.5,12440.
19.52,12442.
19.54,12498.
19.56,12510.
19.58,12533.
19.6,12530.
19.62,12496.
19.64,12519.
19.66,12530.
19.68,12558.
19.7,12556.
19.72,12532.
19.74,12506.
19.76,12595.
19.78,12639.
19.8,12618.
19.82,12630.
19.84,12677.
19.86,12750.
19.88,12760.
19.9,12734.
19.92,12709.
19.94,12717.
19.96,12754.
19.98,12783.
20.,12788.
20.02,12754.
20.04,12645.
20.06,12559.
20.08,12445.
20.1,12379.
20.12,12324.
20.14,12324.
20.16,12344.
20.18,12383.
20.2,12407.
20.22,12369.
20.24,12361.
20.25,12361.
20.27,12437.
20.29,12467.
20.31,12486.
20.33,12480.
20.35,12519.
20.37,12528.
20.39,12563.
20.41,12534.
20.43,12504.
20.45,12511.
20.47,12556.
20.49,12587.
20.51,12587.
20.53,12588.
20.55,12576.
20.57,12592.
20.59,12637.
20.61,12684.
20.63,12691.
20.65,12676.
20.67,12691.
20.69,12707.
20.71,12716.
20.73,12730.
20.75,12742.
20.77,12762.
20.79,12794.
20.81,12815.
20.83,12819.
20.85,12782.
20.87,12782.
20.89,12823.
20.91,12791.
20.93,12738.
20.95,12635.
20.97,12517.
20.99,12442.
21.01,12419.
21.03,12417.
21.05,12395.
21.07,12372.
21.09,12353.
21.11,12384.
21.13,12422.
21.15,12425.
21.17,12431.
21.19,12443.
21.21,12451.
21.23,12496.
21.25,12518.
21.26,12503.
21.28,12502.
21.3,12492.
21.32,12520.
21.34,12552.
21.36,12568.
21.38,12557.
21.4,12578.
21.42,12607.
21.44,12626.
21.46,12618.
21.48,12615.
21.5,12611.
21.52,12660.
21.54,12701.
21.56,12728.
21.58,12681.
21.6,12703.
21.62,12682.
21.64,12727.
21.66,12732.
21.68,12750.
21.7,12753.
21.72,12770.
21.74,12802.
21.76,12806.
21.78,12773.
21.8,12768.
21.82,12742.
21.84,12721.
21.86,12700.
21.88,12629.
21.9,12502.
21.92,12411.
21.94,12391.
21.96,12380.
21.98,12360.
22.,12351.
22.02,12366.
22.04,12377.
22.06,12412.
22.08,12440.
22.1,12435.
22.12,12424.
22.14,12452.
22.16,12510.
22.18,12543.
22.2,12548.
22.22,12549.
22.24,12521.
22.26,12542.
22.27,12571.
22.29,12566.
22.31,12550.
22.33,12530.
22.35,12564.
22.37,12568.
22.39,12563.
22.41,12547.
22.43,12570.
22.45,12553.
22.47,12499.
22.49,12594.
22.51,12625.
22.53,12644.
22.55,12658.
22.57,12703.
22.59,12750.
22.61,12756.
22.63,12737.
22.65,12716.
22.67,12739.
22.69,12795.
22.71,12807.
22.73,12784.
22.75,12687.
22.77,12532.
22.79,12467.
22.81,12401.
22.83,12344.
22.85,12336.
22.87,12373.
22.89,12403.
22.91,12418.
22.93,12437.
22.95,12439.
22.97,12454.
22.99,12497.
23.01,12560.
23.03,12577.
23.05,12585.
