x0000,y0000
0.0332889481,105.2227129904
0.0665778961,42.2003405890
0.0998668442,86.3209374493
0.1331557923,73.62831769
0.1664447403,28.794021662
0.1997336884,15.8994580964
0.2330226365,16.3773209245
0.2663115846,5.9447125042
0.2996005326,4.4636163473
0.3328894807,3.0922600991
0.3661784288,5.4227506288
0.3994673768,0.6052285582
0.4327563249,5.0224386165
0.466045273,3.1341311189
0.4993342210,3.4461762176
0.5326231691,3.3971787838
0.5659121172,3.5353635655
0.5992010652,0.8699871119
0.6324900133,1.1714352072
0.6657789614,1.8810491041
0.6990679095,1.9244285511
0.7323568575,6.4944708287
0.7656458056,5.9695862159
0.7989347537,8.9220910571
0.8322237017,6.6118567492
0.8655126498,6.4119938755
0.8988015979,5.0038315316
0.9320905459,4.9653756462
0.9653794940,11.6356988363
0.9986684421,25.191011334
1.0319573901,38.6885781051
1.0652463382,72.5792817581
1.0985352863,70.7902012909
1.1318242344,88.6874464482
1.1651131824,19.2755358990
1.1984021305,7.0672864616
1.2316910786,9.6509563751
1.2649800266,8.7841878583
1.2982689747,7.9695578965
1.3315579228,4.234227677
1.3648468708,2.6881181541
1.3981358189,3.7229962000
1.431424767,3.1404619187
1.4647137150,3.2222081228
1.4980026631,1.7014866246
1.5312916112,1.3752661394
1.5645805593,1.9211378433
1.5978695073,0.1562166906
1.6311584554,0.1158393582
1.6644474035,2.0225764469
1.6977363515,3.2176547464
1.7310252996,3.6993214041
1.7643142477,1.8171934669
1.7976031957,4.3596462828
1.8308921438,3.7398015304
1.8641810919,1.0593339620
1.8974700399,1.9840366162
1.9307589880,3.6251935976
1.9640479361,4.2430863716
1.9973368842,2.7534478755
2.0306258322,5.5805723657
2.0639147803,17.5433775432
2.0972037284,18.2579069476
2.1304926764,19.2755213943
2.1637816245,13.1195741756
2.1970705726,17.7412043669
2.2303595206,25.2491834325
2.2636484687,25.1334693445
2.2969374168,9.2017481797
2.3302263648,5.5958302516
2.3635153129,2.1116666934
2.396804261,7.1952593114
2.4300932091,6.0444052627
2.4633821571,2.6552436154
2.4966711052,3.217986403
2.5299600533,2.4784796929
2.5632490013,3.7060855495
2.5965379494,4.1961403619
2.6298268975,2.3110734242
2.6631158455,1.4239073002
2.6964047936,2.6224281231
2.7296937417,2.654706364
2.7629826897,0.5813800565
2.7962716378,3.7043200767
2.8295605859,3.1527426541
2.862849534,1.1249850558
2.8961384820,2.1553157655
2.9294274301,1.3118526325
2.9627163782,1.8590921651
2.9960053262,4.1372097676
3.0292942743,6.7333373085
3.0625832224,2.4114951131
3.0958721704,5.5696308108
3.1291611185,10.0342535110
3.1624500666,10.4571137871
3.1957390146,0.3946167790
3.2290279627,2.3863423149
3.2623169108,6.993225982
3.2956058589,11.2287284511
3.3288948069,6.7099477466
3.362183755,13.0008248343
3.3954727031,12.1371006099
3.4287616511,4.117967012
3.4620505992,4.2353029601
3.4953395473,3.1445888129
3.5286284953,4.6017502048
3.5619174434,5.3470940372
3.5952063915,3.0265487103
3.6284953395,4.2061629291
3.6617842876,1.365913213
3.6950732357,3.3932424417
3.7283621838,2.4949119907
3.7616511318,2.6433985121
3.7949400799,2.2445337623
3.828229028,2.2483367572
3.8615179760,1.5629834834
3.8948069241,3.1120004932
3.9280958722,1.3028935486
3.9613848202,3.0796354599
3.9946737683,2.5559858482
4.0279627164,2.1899642839
4.0612516644,1.4414340667
4.0945406125,2.2536502014
4.1278295606,2.9400821129
4.1611185087,2.0060767456
4.1944074567,5.1752503424
4.2276964048,4.9736039908
4.2609853529,2.1195447671
4.2942743009,3.8073818441
4.327563249,0.4603337351
4.3608521971,3.4833455215
4.3941411451,3.5863641392
4.4274300932,3.3325781162
4.4607190413,1.2470877715
4.4940079893,3.4450021349
4.5272969374,3.5188760449
4.5605858855,1.7957491668
4.5938748336,0.4536374812
4.6271637816,1.9825689548
4.6604527297,3.2037134248
4.6937416778,1.9009478498
4.7270306258,2.5248108427
4.7603195739,3.4466783816
4.793608522,2.0556621631
4.8268974700,1.3943420032
4.8601864181,0.7855682874
4.8934753662,2.5957263492
4.9267643142,3.0673148625
4.9600532623,2.1019239109
4.9933422104,0.5066192572
5.0266311585,1.8101442624
5.0599201065,1.5660750076
5.0932090546,2.6247643293
5.1264980027,2.6361392299
5.1597869507,2.1089962817
5.1930758988,4.1414296218
5.2263648469,2.2066783756
5.2596537949,2.2549955692
5.2929427430,0.7528655536
5.3262316911,1.9939147717
5.3595206391,3.0815295196
5.3928095872,2.376451369
5.4260985353,1.0796634789
5.4593874834,0.5590474224
5.4926764314,4.4868331011
5.5259653795,2.3951603696
5.5592543276,2.6204052100
5.5925432756,0.3651230561
5.6258322237,1.6765107433
5.6591211718,3.46133432
5.6924101198,2.0276407584
5.7256990679,0.5751983566
5.758988016,1.5111749038
5.7922769640,0.4736580711
5.8255659121,1.9524929039
5.8588548602,0.9842899592
5.8921438083,1.2115734451
5.9254327563,2.6990148316
5.9587217044,0.876301939
5.9920106525,2.2211297082
6.0252996005,2.5450472919
6.0585885486,1.5716414629
6.0918774967,0.700302086
6.1251664447,2.0700640725
6.1584553928,0.8307234794
6.1917443409,0.956661843
6.2250332889,1.8229808096
6.2583222370,1.2724206606
6.2916111851,2.5872634417
6.3249001332,2.9817372692
6.3581890812,0.872246542
6.3914780293,2.8124645661
6.4247669774,0.9092408484
6.4580559254,1.5245987282
6.4913448735,2.0414463516
6.5246338216,1.4531171399
6.5579227696,1.3553462949
6.5912117177,1.9137836817
6.6245006658,0.4143567711
6.6577896138,3.0281897468
6.6910785619,0.8657390242
6.72436751,0.5599139262
6.7576564581,0.4391187353
6.7909454061,0.739221302
6.8242343542,2.2046759041
6.8575233023,0.6825477212
6.8908122503,1.3075236566
6.9241011984,0.6818632961
6.9573901465,1.5715747307
6.9906790945,0.9404855202
7.0239680426,1.7965929423
7.0572569907,0.9987968034
7.0905459387,1.7937788744
7.1238348868,2.4016494245
7.1571238349,0.8758655645
7.190412783,0.7865977898
7.2237017310,1.1978936868
7.2569906791,0.8667010975
7.2902796272,0.8217322186
7.3235685752,1.6800395107
7.3568575233,0.3859018598
7.3901464714,0.5406222676
7.4234354194,0.1323846200
7.4567243675,0.266241917
7.4900133156,1.8610114779
7.5233022636,2.0684969405
7.5565912117,1.0357137336
7.5898801598,2.1629308883
7.6231691079,0.4893366909
7.6564580559,1.0310930005
7.689747004,1.2556713000
7.7230359521,2.0792106598
7.7563249001,1.2559291669
7.7896138482,1.5617800461
7.8229027963,0.5013591494
7.8561917443,0.8213975460
7.8894806924,0.8874811822
7.9227696405,0.3109959983
7.9560585885,1.1909663537
7.9893475366,0.7211169038
8.0226364847,0.3809093742
8.0559254328,0.8201977128
