transmitted software reset
register config successful
slot init successful
reg read ret code 0
32 read ret code 0
0
got fifo level
op mode successful
polling
starting
1598496,8531
1608547,8521
1628465,8518
1648220,8515
1667976,8517
1687892,8521
1707647,8515
1727405,8514
1747323,8519
1767077,8513
1786833,8525
1806590,8519
1826505,8512
1846261,8522
1866016,8515
1885933,8510
1905690,8521
1925446,8519
1945362,8511
1965119,8512
1984874,8515
2004792,8514
2024548,8513
2044305,8517
2064061,8518
2083976,8511
2103733,8509
2123488,8514
2143405,8517
2163164,8516
2182918,8519
2202833,8514
2222590,8518
2242345,8520
2262261,8521
2282016,8517
2301774,8519
2321530,8512
2341446,8511
2361203,8517
2380960,8516
2400874,8523
2420631,8512
2440387,8520
2460302,8514
2480057,8515
2499813,8522
2519729,8515
2539485,8514
2559241,8521
2579157,8518
2598912,8512
2618668,8522
2638424,8517
2658339,8513
2678096,8520
2697851,8520
2717767,8512
2737522,8510
2757278,8514
2777194,8514
2796951,8512
2816707,8525
2836624,8515
2856379,8511
2876137,8520
2896053,8521
2915808,8515
2935566,8520
2955323,8515
2975237,8511
2994993,8515
3014749,8520
3034664,8513
3054420,8512
3074176,8518
3094092,8520
3113848,8515
3133604,8520
3153519,8518
3173275,8515
3193030,8524
3212946,8519
3232702,8518
3252458,8515
3272215,8521
3292132,8508
3311889,8517
3331644,8518
3351559,8519
3371316,8511
3391071,8520
3410986,8517
3430742,8511
3450499,8524
3470415,8518
3490169,8512
3509928,8516
3529685,8521
3549600,8510
3569356,8514
3589112,8518
3609027,8515
3628783,8513
3648539,8518
3668455,8521
3688212,8512
3707967,8520
3727884,8520
3747642,8511
3767396,8515
3787153,8520
3807069,8510
3826826,8510
3846583,8519
3866499,8519
3886255,8520
3906010,8527
3925926,8514
3945681,8514
3965438,8520
3985353,8516
4005110,8515
4024866,8514
4044624,8513
4064539,8513
4084296,8513
4104053,8515
4123967,8521
4143725,8512
4163482,8520
4183396,8520
4203153,8516
4222910,8523
4242666,8511
4262583,8513
4282339,8516
4302096,8522
4322010,8519
4341767,8516
4361522,8525
4381438,8517
4401194,8515
4420951,8524
4440866,8522
4460624,8517
4480379,8520
4500137,8520
4520053,8512
4539808,8522
4559566,8518
4579482,8520
4599237,8516
4618993,8523
4638908,8519
4658664,8515
4678420,8522
4698335,8517
4718092,8518
4737848,8517
4757604,8522
4777519,8512
4797275,8519
4817030,8519
4836946,8507
4856702,8515
4876458,8516
4896374,8521
4916132,8511
4935889,8526
4955803,8520
4975559,8513
4995316,8521
5015231,8517
5034986,8517
5054742,8522
5074499,8523
5094415,8509
5114169,8513
5133928,8516
5153844,8523
5173600,8518
5193356,8519
5213271,8512
5233027,8512
5252783,8521
5272698,8517
5292455,8516
5312212,8524
5331967,8518
5351884,8509
5371642,8516
5391396,8520
5411312,8521
5431068,8515
5450825,8514
5470742,8520
5490499,8516
5510255,8518
5530169,8516
5549928,8510
5569685,8517
5589440,8521
5609356,8514
5629112,8511
5648868,8517
5668783,8518
5688539,8514
5708296,8522
5728212,8520
5747967,8511
5767725,8524
5787642,8514
5807396,8509
5827153,8518
5846910,8520
5866826,8514
5886583,8518
5906339,8522
5926255,8519
5946010,8511
5965767,8522
5985681,8519
6005438,8513
6025194,8523
6045110,8520
6064866,8515
6084624,8517
6104379,8519
6124296,8515
6144053,8518
6163808,8515
6183725,8526
6203482,8511
6223237,8526
6243153,8518
6262910,8515
6282666,8521
6302424,8525
6322339,8512
6342096,8518
6361851,8514
6381767,8506
6401522,8517
6421278,8519
6441194,8518
6460951,8516
6480707,8517
6500624,8517
6520379,8514
6540137,8517
6560053,8523
6579808,8516
6599566,8519
6619323,8516
6639237,8513
6658993,8517
6678749,8517
6698664,8513
6718420,8517
6738176,8518
6758092,8515
6777848,8512
6797604,8522
6817519,8518
6837275,8515
6857030,8516
6876946,8516
6896702,8513
6916458,8518
6936215,8522
6956132,8513
6975889,8513
6995644,8520
7015559,8515
7035316,8516
7055071,8524
7074986,8513
7094742,8512
7114499,8522
7134415,8520
7154169,8513
7173928,8517
7193685,8516
7213600,8516
7233356,8517
7253112,8517
7273027,8505
7292783,8514
7312539,8523
7332455,8521
7352212,8515
7371967,8524
7391884,8517
7411642,8514
7431396,8523
7451312,8517
7471068,8512
7490825,8517
7510583,8521
7530499,8514
7550255,8522
7570010,8524
7589926,8516
7609681,8515
7629438,8525
7649353,8524
7669110,8509
7688866,8521
7708783,8516
7728539,8517
7748296,8522
7768212,8524
7787967,8508
7807725,8515
7827482,8515
7847396,8509
7867153,8509
7886910,8515
7906826,8517
7926583,8516
7946339,8524
7966255,8518
7986010,8518
8005767,8523
8025681,8527
8045438,8519
8065194,8521
8084951,8515
8104866,8509
8124624,8518
8144379,8518
8164296,8515
8184053,8509
8203808,8519
8223725,8519
8243482,8517
8263237,8523
8283153,8518
8302910,8515
8322666,8521
8342424,8521
8362339,8510
8382096,8520
8401851,8514
8421767,8511
8441522,8517
8461278,8524
8481194,8515
8500951,8513
8520707,8524
8540624,8521
8560379,8510
8580137,8520
8600053,8513
8619808,8513
8639566,8525
8659323,8518
8679237,8514
8698993,8517
8718749,8516
8738664,8512
8758420,8513
8778176,8522
8798092,8521
8817848,8521
8837604,8521
8857519,8522
8877275,8518
8897030,8524
8916946,8524
8936702,8515
8956458,8511
8976215,8524
8996132,8517
9015889,8512
9035644,8518
9055559,8512
9075316,8516
9095071,8520
9114986,8524
9134742,8513
9154499,8526
9174415,8516
9194169,8511
9213928,8521
9233844,8517
9253600,8512
9273356,8522
9293112,8509
9313027,8512
9332783,8515
9352539,8522
9372455,8512
9392212,8516
9411967,8524
9431884,8521
9451642,8514
9471396,8525
9491312,8518
9511068,8510
9530825,8521
9550742,8519
9570499,8510
9590255,8518
9610010,8516
9629926,8510
9649681,8516
9669438,8514
9689353,8514
9709110,8516
9728866,8523
9748783,8514
9768539,8516
9788296,8523
9808212,8518
9827967,8508
9847725,8518
9867482,8527
9887396,8512
9907153,8513
9926910,8516
9946826,8509
9966583,8518
9986339,8519
10006255,8520
10026010,8517
10045767,8521
10065681,8520
10085438,8517
10105194,8521
10125110,8515
10144866,8517
10164624,8524
10184539,8516
10204296,8514
10224053,8517
10243808,8513
10263725,8516
10283482,8518
10303237,8522
10323153,8514
10342910,8523
10362666,8523
10382583,8521
10402339,8518
10422096,8520
10442010,8523
10461767,8511
10481522,8518
10501438,8519
10521194,8517
10540951,8522
10560866,8527
10580624,8526
10600379,8520
10620137,8521
10640053,8512
10659808,8520
10679566,8520
10699482,8517
10719237,8513
10738993,8527
10758908,8519
10778664,8514
10798420,8520
10818335,8519
10838092,8513
10857848,8520
10877763,8522
10897519,8513
10917275,8515
10937030,8525
10956946,8514
10976702,8519
10996458,8525
11016374,8509
11036132,8513
11055889,8522
11075803,8519
11095559,8511
11115316,8523
11135231,8521
11154986,8517
11174742,8515
11194658,8519
11214415,8514
11234169,8523
11254087,8519
11273844,8514
11293600,8518
11313356,8518
11333271,8515
11353027,8522
11372783,8517
11392698,8511
11412455,8511
11432212,8527
11452128,8516
11471884,8518
11491642,8524
11511555,8517
11531312,8514
11551068,8519
11570984,8520
11590742,8515
11610499,8519
11630255,8524
11650169,8516
11669928,8522
11689685,8518
11709600,8514
11729356,8514
11749112,8521
11769027,8513
11788783,8512
11808539,8523
11828455,8523
11848212,8518
11867967,8524
11887884,8519
11907642,8514
11927396,8523
11947312,8526
11967068,8515
11986825,8522
12006583,8521
12026499,8511
12046255,8516
12066010,8518
12085926,8511
12105681,8511
