starting,,,
38824973,38.824973,8689,
38829441,38.829441,8575,
38849231,38.849231,8743,
38869014,38.869014,9025,
38888950,38.88895,9016,
38908726,38.908726,8805,
38928505,38.928505,8597,8778.571429
38948281,38.948281,8671,8776
38968059,38.968059,8971,8832.571429
38987997,38.987997,9047,8876
39007773,39.007773,8870,8853.857143
39027550,39.02755,8647,8801.142857
39047329,39.047329,8619,8774.571429
39067105,39.067105,8861,8812.285714
39087042,39.087042,9065,8868.571429
39106819,39.106819,8913,8860.285714
39126596,39.126596,8654,8804.142857
39146375,39.146375,8540,8757
39166152,39.166152,8758,8772.857143
39186088,39.186088,9020,8830.142857
39205867,39.205867,8982,8847.428571
39225643,39.225643,8789,8808
39245421,39.245421,8623,8766.571429
39265200,39.2652,8749,8780.142857
39285135,39.285135,8995,8845.142857
39304912,39.304912,9044,8886
39324691,39.324691,8857,8862.714286
39344467,39.344467,8661,8816.857143
39364245,39.364245,8674,8800.428571
39384181,39.384181,8902,8840.285714
39403958,39.403958,9049,8883.142857
39423737,39.423737,8918,8872.142857
39443512,39.443512,8704,8823.571429
39463291,39.463291,8622,8790
39483228,39.483228,8825,8813.428571
39503004,39.503004,9036,8865.142857
39522782,39.522782,8974,8875.428571
39542561,39.542561,8722,8828.714286
39562336,39.562336,8559,8777.428571
39582275,39.582275,8703,8777.285714
39602053,39.602053,8966,8826.428571
39621828,39.621828,8996,8850.857143
39641607,39.641607,8768,8812.571429
39661384,39.661384,8589,8757.571429
39681320,39.68132,8603,8740.571429
39701099,39.701099,8877,8786
39720874,39.720874,9000,8828.428571
39740652,39.740652,8835,8809.714286
39760432,39.760432,8591,8751.857143
39780366,39.780366,8517,8716
39800145,39.800145,8771,8742
39819924,39.819924,8989,8797.142857
39839699,39.839699,8905,8801.142857
39859478,39.859478,8655,8751.857143
39879416,39.879416,8539,8709.571429
39899190,39.89919,8684,8722.857143
39918968,39.918968,8921,8780.571429
39938745,39.938745,8910,8800.428571
39958522,39.958522,8702,8759.428571
39978461,39.978461,8531,8706
39998236,39.998236,8584,8695.857143
40018014,40.018014,8879,8744.428571
40037794,40.037794,8931,8779.714286
40057568,40.057568,8774,8758.714286
40077506,40.077506,8515,8702.285714
40097286,40.097286,8507,8674.428571
40117060,40.11706,8764,8707.714286
40136839,40.136839,8943,8759
40156617,40.156617,8810,8749.142857
40176552,40.176552,8568,8697.285714
40196331,40.196331,8446,8650.428571
40216108,40.216108,8631,8667
40235885,40.235885,8878,8720
40255663,40.255663,8877,8736.142857
40275599,40.275599,8664,8696.285714
40295377,40.295377,8502,8652.285714
40315157,40.315157,8596,8656.285714
40334932,40.334932,8865,8716.142857
40354709,40.354709,8914,8756.571429
40374488,40.374488,8741,8737
40394424,40.394424,8560,8691.714286
40414201,40.414201,8560,8676.857143
40433978,40.433978,8812,8721.142857
40453755,40.453755,8971,8774.714286
40473534,40.473534,8789,8763.857143
40493471,40.493471,8568,8714.428571
40513248,40.513248,8490,8678.571429
40533027,40.533027,8726,8702.285714
40552803,40.552803,8968,8760.571429
40572580,40.57258,8982,8784.857143
40592519,40.592519,8763,8755.142857
40612295,40.612295,8633,8732.857143
40632072,40.632072,8777,8762.714286
40651850,40.65185,9017,8838
40671626,40.671626,9007,8878.142857
40691564,40.691564,8816,8856.428571
40711341,40.711341,8552,8795
40731118,40.731118,8544,8763.714286
40750896,40.750896,8775,8784
40770672,40.770672,8970,8811.571429
40790610,40.79061,8821,8783.571429
40810388,40.810388,8696,8739.142857
40830163,40.830163,8620,8711.142857
40849942,40.849942,8854,8754.285714
40869720,40.86972,9011,8821
40889655,40.889655,8908,8840
40909434,40.909434,8649,8794.142857
40929213,40.929213,8485,8746.142857
40948987,40.948987,8639,8738
40968767,40.968767,8883,8775.571429
40988703,40.988703,8941,8788
41008480,41.00848,8767,8753.142857
41028258,41.028258,8546,8701.428571
41048034,41.048034,8542,8686.142857
41067812,41.067812,8835,8736.142857
41087751,41.087751,8948,8780.285714
41107525,41.107525,8762,8763
41127305,41.127305,8518,8702.571429
41147083,41.147083,8523,8667.714286
41166858,41.166858,8829,8708.142857
41186797,41.186797,9020,8776.428571
41206575,41.206575,8859,8779.857143
41226350,41.22635,8652,8737.571429
41246129,41.246129,8566,8709.571429
41265905,41.265905,8734,8740.428571
41285841,41.285841,8986,8806.571429
41305621,41.305621,8981,8828.285714
41325395,41.325395,8779,8793.857143
41345173,41.345173,8576,8753.428571
41364953,41.364953,8641,8751.857143
41384727,41.384727,8939,8805.142857
41404665,41.404665,9001,8843.285714
41424445,41.424445,8800,8816.714286
41444220,41.44422,8606,8763.142857
41463998,41.463998,8596,8737
41483777,41.483777,8880,8780.428571
41503712,41.503712,9020,8834.571429
41523490,41.52349,8875,8825.428571
41543267,41.543267,8656,8776.142857
41563044,41.563044,8575,8744
41582823,41.582823,8754,8765.142857
41602758,41.602758,9012,8824.571429
41622537,41.622537,8954,8835.142857
41642316,41.642316,8761,8798.142857
41662091,41.662091,8583,8756.428571
41681869,41.681869,8670,8758.428571
41701807,41.701807,8949,8811.857143
41721583,41.721583,8990,8845.571429
41741361,41.741361,8851,8822.571429
41761139,41.761139,8636,8777.142857
41780915,41.780915,8618,8756.714286
41800853,41.800853,8859,8796.142857
41820630,41.82063,9008,8844.428571
41840407,41.840407,8874,8833.714286
41860186,41.860186,8637,8783.285714
41879962,41.879962,8544,8739.428571
41899899,41.899899,8755,8756.428571
41919678,41.919678,8999,8810.857143
41939454,41.939454,8984,8828.714286
41959231,41.959231,8727,8788.571429
41979010,41.97901,8533,8739.857143
41998945,41.998945,8645,8741
42018723,42.018723,8963,8800.857143
42038500,42.0385,8980,8833
42058277,42.058277,8772,8800.571429
42078055,42.078055,8541,8737.285714
42097990,42.09799,8611,8720.714286
42117769,42.117769,8908,8774.285714
42137547,42.137547,9006,8825.857143
42157323,42.157323,8837,8807.857143
42177101,42.177101,8620,8756.428571
42197039,42.197039,8551,8724.857143
42216814,42.216814,8773,8758
42236594,42.236594,8987,8811.714286
42256372,42.256372,8904,8811.142857
42276148,42.276148,8676,8764
42296085,42.296085,8530,8720.142857
42315862,42.315862,8669,8727.142857
42335639,42.335639,8926,8780.714286
42355418,42.355418,8943,8805
42375193,42.375193,8698,8763.714286
42395131,42.395131,8530,8710.285714
42414910,42.41491,8558,8693.428571
42434684,42.434684,8877,8743
42454464,42.454464,8971,8786.142857
42474242,42.474242,8814,8770.142857
42494176,42.494176,8559,8715.285714
42513956,42.513956,8539,8692.571429
42533734,42.533734,8787,8729.285714
42553509,42.553509,9001,8792.571429
42573288,42.573288,8864,8790.714286
42593065,42.593065,8605,8738.428571
42613001,42.613001,8519,8696.285714
42632779,42.632779,8710,8717.857143
42652554,42.652554,8977,8780.428571
42672332,42.672332,8941,8802.428571
42692110,42.69211,8737,8764.714286
42712045,42.712045,8549,8719.714286
42731824,42.731824,8647,8725.714286
42751600,42.7516,8944,8786.428571
42771377,42.771377,9019,8830.571429
42791157,42.791157,8843,8811.428571
42811091,42.811091,8628,8766.714286
42830869,42.830869,8634,8752
42850647,42.850647,8901,8802.285714
42870424,42.870424,9024,8856.142857
42890201,42.890201,8889,8848.285714
42910139,42.910139,8647,8795.142857
42929915,42.929915,8567,8755.714286
42949694,42.949694,8706,8766.857143
42969471,42.969471,8845,8797
42989248,42.989248,8790,8781.142857
43009186,43.009186,8574,8716.857143
43028962,43.028962,8410,8648.428571
43048740,43.04874,8502,8627.714286
43068519,43.068519,8783,8658.571429
43088295,43.088295,8888,8684.571429
43108231,43.108231,8702,8664.142857
43128010,43.12801,8500,8622.714286
43147786,43.147786,8501,8612.285714
43167564,43.167564,8855,8675.857143
43187341,43.187341,9015,8749.142857
43207118,43.207118,8735,8742.285714
43227055,43.227055,8561,8695.571429
43246831,43.246831,8475,8663.142857
43266610,43.26661,8705,8692.428571
43286388,43.286388,9031,8768.142857
43306163,43.306163,8959,8783
43326101,43.326101,8673,8734.142857
43345880,43.34588,8445,8692.714286
43365655,43.365655,8628,8702.285714
43385434,43.385434,8881,8760.285714
43405213,43.405213,8886,8786.142857
43425148,43.425148,8622,8727.714286
43444926,43.444926,8406,8648.714286
43464703,43.464703,8521,8627
43484480,43.48448,8690,8662
43504258,43.504258,8860,8695.142857
