starting,,,
20406572,20.406572,11882,
20407370,20.40737,11887,
20427165,20.427165,11885,
20446952,20.446952,11886,
20466736,20.466736,11883,11884.6
20486512,20.486512,11884,11885
20506450,20.50645,11883,11884.2
20526228,20.526228,11888,11884.8
20546004,20.546004,11885,11884.6
20565782,20.565782,11887,11885.4
20585561,20.585561,11883,11885.2
20605495,20.605495,11883,11885.2
20625275,20.625275,11886,11884.8
20645053,20.645053,11886,11885
20664828,20.664828,11883,11884.2
20684607,20.684607,11884,11884.4
20704544,20.704544,11886,11885
20724320,20.72432,11884,11884.6
20744099,20.744099,11884,11884.2
20763874,20.763874,11884,11884.4
20783652,20.783652,11883,11884.2
20803591,20.803591,11883,11883.6
20823366,20.823366,11889,11884.6
20843145,20.843145,11886,11885
20862924,20.862924,11885,11885.2
20882699,20.882699,11884,11885.4
20902637,20.902637,11884,11885.6
20922416,20.922416,11885,11884.8
20942190,20.94219,11885,11884.6
20961968,20.961968,11884,11884.4
20981745,20.981745,11884,11884.4
21001681,21.001681,11885,11884.6
21021461,21.021461,11887,11885
21041236,21.041236,11885,11885
21061014,21.061014,11883,11884.8
21080794,21.080794,11884,11884.8
21100727,21.100727,11885,11884.8
21120506,21.120506,11885,11884.4
21140286,21.140286,11884,11884.2
21160060,21.16006,11883,11884.2
21179839,21.179839,11883,11884
21199777,21.199777,11884,11883.8
21219552,21.219552,11886,11884
21239331,21.239331,11886,11884.4
21259108,21.259108,11888,11885.4
21278885,21.278885,11884,11885.6
21298823,21.298823,11887,11886.2
21318599,21.318599,11886,11886.2
21338377,21.338377,11884,11885.8
21358157,21.358157,11883,11884.8
21377932,21.377932,11885,11885
21397869,21.397869,11882,11884
21417647,21.417647,11886,11884
21437424,21.437424,11888,11884.8
21457201,21.457201,11885,11885.2
21476978,21.476978,11884,11885
21496915,21.496915,11887,11886
21516694,21.516694,11885,11885.8
21536471,21.536471,11883,11884.8
21556248,21.556248,11885,11884.8
21576027,21.576027,11883,11884.6
21595962,21.595962,11886,11884.4
21615740,21.61574,11887,11884.8
21635519,21.635519,11883,11884.8
21655295,21.655295,11886,11885
21675072,21.675072,11882,11884.8
21695010,21.69501,11884,11884.4
21714786,21.714786,11889,11884.8
21734564,21.734564,11883,11884.8
21754341,21.754341,11887,11885
21774118,21.774118,11883,11885.2
21794055,21.794055,11886,11885.6
21813831,21.813831,11885,11884.8
21833610,21.83361,11886,11885.4
21853388,21.853388,11885,11885
21873163,21.873163,11884,11885.2
21893101,21.893101,11883,11884.6
21912880,21.91288,11885,11884.6
21932655,21.932655,11885,11884.4
21952434,21.952434,11885,11884.4
21972213,21.972213,11882,11884
21992148,21.992148,11883,11884
22011926,22.011926,11887,11884.4
22031703,22.031703,11885,11884.4
22051480,22.05148,11885,11884.4
22071258,22.071258,11884,11884.8
22091194,22.091194,11887,11885.6
22110971,22.110971,11888,11885.8
22130751,22.130751,11887,11886.2
22150525,22.150525,11882,11885.6
22170305,22.170305,11884,11885.6
22190243,22.190243,11886,11885.4
22210018,22.210018,11886,11885
22229797,22.229797,11885,11884.6
22249575,22.249575,11884,11885
22269350,22.26935,11883,11884.8
22289288,22.289288,11885,11884.6
22309065,22.309065,11887,11884.8
22328841,22.328841,11885,11884.8
22348621,22.348621,11884,11884.8
22368395,22.368395,11886,11885.4
22388333,22.388333,11883,11885
22408113,22.408113,11886,11884.8
22427887,22.427887,11886,11885
22447665,22.447665,11883,11884.8
22467445,22.467445,11885,11884.6
22487379,22.487379,11885,11885
22507159,22.507159,11885,11884.8
22526936,22.526936,11882,11884
22546712,22.546712,11881,11883.6
22566490,22.56649,11884,11883.4
22586426,22.586426,11884,11883.2
22606203,22.606203,11885,11883.2
22625982,22.625982,11886,11884
